 	il	morto	si	piange	</S>
a20	0.22405104	0.26487324	0.23934335	0.18148175	0.09025061
a31	0.11156384	0.3900667	0.26549953	0.20452172	0.028348168
a18	0.09315727	0.3880773	0.25368872	0.2236317	0.041445024
a15	0.10064315	0.3649954	0.24723326	0.25107038	0.03605787
a31	0.13157251	0.3593527	0.23594734	0.24007519	0.033052195
a15	0.10443796	0.41258463	0.25496224	0.21397322	0.014042006
a31	0.1065567	0.4189999	0.24730092	0.21190624	0.0152361775
a29	0.13994357	0.33540714	0.29035667	0.2233001	0.010992523
a31	0.08235811	0.45910367	0.27354664	0.176065	0.008926624
a0	0.09667854	0.38072267	0.320883	0.19445723	0.00725864
a31	0.046176173	0.54030806	0.2765634	0.13038158	0.0065707746
a13	0.04810492	0.5264018	0.29410723	0.12402315	0.007362858
a18	0.04403961	0.61052996	0.2293151	0.10476628	0.01134903
a41	0.047406264	0.63694245	0.16954549	0.120618016	0.025487758
a31	0.08657459	0.5135725	0.1962284	0.14386019	0.05976431
a18	0.08047051	0.59312004	0.15208018	0.11548937	0.05883988
a31	0.15484478	0.34615755	0.1940452	0.1697355	0.13521707
a46	0.15964116	0.33530775	0.17952698	0.17666367	0.14886041
a31	0.18921107	0.24169107	0.19345415	0.1916823	0.1839614
a0	0.1943522	0.21906665	0.1967482	0.1975187	0.19231427
a31	0.19734414	0.21025838	0.19823804	0.19837841	0.19578098
</S>	0.19880046	0.20433101	0.19925782	0.19935521	0.19825554
