 	è	che	stanno	ancora	alzati	</S>
a20	0.32102025	0.20600319	0.09897912	0.19282676	0.05728981	0.12388094
a31	0.29527256	0.13564618	0.069699116	0.2706179	0.07004859	0.15871567
a20	0.20776877	0.15608607	0.075277686	0.3251207	0.04329015	0.19245659
a31	0.28202388	0.11946813	0.08576032	0.24258435	0.10494331	0.16522007
a20	0.25156096	0.12004387	0.100178726	0.32077044	0.08283817	0.1246078
a28	0.16612081	0.123652436	0.12640685	0.36255577	0.09633641	0.124927804
a31	0.13353248	0.12422843	0.14307389	0.41206482	0.084891245	0.10220912
a29	0.13070732	0.12713654	0.13440113	0.46788952	0.056150585	0.083714865
a46	0.14970131	0.13549457	0.12742627	0.42100686	0.06227574	0.10409526
a31	0.13683958	0.12913509	0.1256794	0.26913658	0.12949798	0.20971134
a20	0.15645555	0.14847666	0.14500654	0.2354757	0.13659014	0.17799543
a31	0.1712917	0.16546032	0.16089755	0.18891887	0.1520096	0.16142197
a39	0.16680077	0.16541924	0.16458942	0.17481384	0.16239475	0.16598202
a20	0.16865146	0.16705856	0.16578342	0.17227177	0.16291921	0.16331564
a8	0.16738631	0.1669265	0.16643728	0.16807824	0.1655151	0.16565657
a20	0.16672531	0.1666751	0.16661417	0.16690062	0.16649888	0.16658598
a24	0.16668414	0.16666277	0.16662961	0.16678676	0.16657731	0.1666594
a46	0.16651759	0.16650231	0.1664833	0.16695672	0.16649295	0.16704713
a8	0.1665607	0.16655731	0.16655985	0.16683222	0.16659574	0.16689417
a23	0.1666449	0.1666435	0.16664353	0.16670431	0.16665089	0.1667129
a8	0.166655	0.16665433	0.16665405	0.16668782	0.16665742	0.16669138
</S>	0.16665758	0.16665684	0.16665663	0.16668361	0.1666593	0.16668606
