 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a31	0.079003304	0.089893825	0.0854063	0.09326003	0.0977206	0.09091867	0.08612655	0.097668916	0.09679406	0.10041403	0.08279372
a17	0.06207905	0.077610366	0.05577215	0.049659494	0.057150804	0.036282748	0.034327604	0.054712057	0.10039139	0.41116533	0.060849056
a31	0.05606271	0.07081113	0.057604168	0.06312875	0.06348848	0.05084502	0.049086682	0.06177597	0.0853084	0.36347827	0.07841037
a17	0.05518742	0.07457032	0.05155639	0.04761164	0.051514305	0.04052837	0.03986233	0.058876764	0.10204692	0.40560973	0.072635785
a20	0.051933702	0.06490858	0.052483838	0.055483505	0.05632372	0.04759275	0.04645655	0.058065493	0.086522475	0.40810412	0.07212531
a8	0.047624424	0.057225347	0.050207097	0.057710722	0.05834504	0.047171876	0.04533105	0.06118911	0.08358741	0.42104924	0.07055864
a20	0.036247365	0.046032045	0.047537595	0.066937216	0.06884593	0.046337638	0.039897192	0.07487574	0.09277126	0.41102245	0.06949557
a31	0.024325896	0.041721333	0.038551215	0.062970154	0.07034311	0.03776029	0.026569406	0.076198794	0.1023762	0.47546333	0.0437203
a46	0.02484513	0.055079833	0.03607759	0.059018467	0.079950675	0.033225935	0.022708695	0.088433355	0.13996583	0.40440848	0.056286026
a31	0.014930207	0.031831894	0.024134781	0.050225515	0.069860704	0.025069594	0.014383303	0.08277095	0.110768884	0.54838127	0.02764287
a35	0.020898646	0.052892324	0.030228328	0.05237213	0.080195084	0.028303655	0.016736206	0.08224946	0.114361115	0.48757234	0.034190707
a33	0.014687776	0.029933829	0.021181008	0.040678296	0.058740653	0.021359274	0.012854229	0.06696872	0.082744256	0.6296157	0.021236246
a8	0.013239934	0.022696348	0.018719416	0.037779246	0.057631098	0.018499387	0.011907178	0.052456688	0.048272014	0.70143765	0.017361116
a24	0.014154479	0.024631858	0.020524358	0.042482227	0.06331969	0.020853389	0.013329201	0.055924553	0.04761731	0.67876655	0.018396428
a27	0.019615484	0.036602642	0.030289557	0.06290325	0.084303364	0.03300041	0.02011803	0.07523614	0.060322642	0.55227995	0.025328541
a31	0.015101845	0.026701905	0.023841884	0.053319346	0.079831816	0.025317818	0.015937662	0.06617608	0.05135476	0.61973655	0.02268026
a10	0.012806506	0.024312891	0.019374935	0.042234134	0.06242345	0.021164693	0.013328418	0.06536613	0.06334182	0.6548095	0.020837598
a11	0.014175755	0.025482185	0.018403422	0.03125182	0.04894785	0.018078346	0.012305267	0.04798881	0.051325373	0.7150455	0.016995663
a24	0.015331116	0.021431288	0.017898107	0.026323864	0.038935453	0.01641757	0.013095487	0.032457914	0.03203931	0.76925945	0.016810436
a28	0.016572632	0.024728362	0.020585671	0.035204656	0.053999018	0.01965327	0.014838375	0.040073138	0.03250576	0.72307706	0.01876202
a31	0.0146201225	0.020375192	0.018084267	0.030642938	0.046085924	0.016787775	0.0132107	0.03604329	0.032379348	0.7524069	0.01936354
a46	0.014189405	0.025201876	0.01855633	0.032590505	0.051995456	0.020023135	0.014088234	0.053869262	0.055247217	0.69488806	0.019350482
a31	0.022609824	0.028762162	0.0253095	0.03415434	0.048636466	0.024595538	0.021047086	0.03870856	0.03400046	0.6990442	0.023131857
a26	0.020595908	0.028595958	0.023232546	0.031331837	0.04719858	0.02309686	0.019593317	0.04463901	0.04761124	0.6895889	0.024515903
a31	0.0274548	0.034616448	0.030330796	0.039323326	0.055474106	0.02984644	0.025861809	0.044681884	0.040234923	0.6448674	0.027308052
a46	0.028391203	0.034889154	0.030483456	0.03697479	0.0502236	0.03024971	0.027451135	0.046909966	0.049319062	0.63345563	0.031652287
a20	0.047904883	0.052681066	0.049750067	0.05526251	0.06607365	0.048913285	0.046414647	0.057949506	0.05614748	0.47117084	0.04773201
a35	0.06246823	0.06613623	0.06367844	0.066384755	0.07187014	0.061761297	0.060259804	0.06723567	0.06814066	0.35009453	0.061970208
</S>	0.07033383	0.07298103	0.07157988	0.07521384	0.080208145	0.07038368	0.06900903	0.075612046	0.07389482	0.26974612	0.071037546
