 	voglio	che	Maria	che	venga	domani	</S>
a8	0.22989042	0.18808119	0.045920692	0.06691504	0.29007918	0.0845066	0.09460689
a31	0.15240674	0.11112503	0.018849963	0.05438918	0.4609682	0.09057961	0.11168127
a8	0.1412321	0.114853255	0.033343118	0.09462118	0.31547102	0.14159991	0.15887946
a31	0.18994917	0.15814903	0.023071053	0.10016247	0.24108887	0.13622296	0.15135646
a24	0.19448319	0.13393974	0.016950203	0.075468406	0.3659095	0.10195414	0.11129478
a31	0.24474177	0.18634693	0.018002057	0.04638701	0.36460218	0.06363869	0.07628136
a46	0.27981853	0.118357636	0.005190452	0.01383845	0.5434743	0.018212749	0.021107828
a31	0.2199001	0.071336314	0.009123018	0.01834312	0.64348733	0.018648181	0.019161925
a29	0.22387648	0.065274075	0.0045017498	0.010513039	0.66456246	0.015125465	0.016146697
a20	0.10042784	0.030219946	0.00823367	0.012480214	0.81523955	0.016246332	0.017152462
a0	0.082463354	0.034806114	0.014530705	0.020207396	0.7917977	0.02721065	0.028984176
a31	0.10122138	0.05860037	0.030645767	0.04213268	0.64615947	0.058682453	0.062557824
a23	0.08568855	0.03343147	0.017009731	0.01983632	0.7890251	0.026262889	0.028745849
a31	0.09873615	0.070080645	0.05068626	0.054842535	0.5890495	0.06579417	0.070810705
a18	0.07964676	0.04730945	0.034923714	0.0361248	0.72272253	0.038836632	0.04043612
a37	0.123725705	0.097289585	0.07893154	0.08018998	0.45379832	0.082386404	0.0836784
a31	0.13952124	0.117273375	0.1017512	0.1032807	0.32146585	0.10723306	0.10947459
a20	0.13954191	0.12303625	0.11792734	0.118274614	0.26271823	0.11901053	0.119491205
a31	0.15282896	0.13903461	0.13428424	0.13444206	0.17019324	0.13456425	0.13465267
</S>	0.14553909	0.14113057	0.13990274	0.13994858	0.15344824	0.1399977	0.14003311
