 	hai	già	mangiato	</S>
a31	0.31774536	0.28374833	0.21733244	0.18117388
a37	0.2872047	0.2801018	0.29265395	0.1400395
a31	0.19771264	0.23325588	0.2986656	0.27036586
a46	0.16604622	0.23046535	0.35901394	0.24447444
a31	0.17759873	0.24119298	0.3524649	0.22874331
a39	0.17882654	0.2387352	0.36272016	0.21971813
a20	0.20693395	0.23074245	0.33433563	0.22798792
a31	0.24551705	0.24150033	0.26662967	0.24635296
a46	0.2501319	0.24878368	0.25305083	0.2480336
a31	0.24995008	0.24967891	0.25118914	0.2491819
a18	0.2500316	0.24996741	0.25011268	0.24988838
a24	0.24998203	0.24995008	0.25020173	0.24986611
a46	0.25000417	0.24999316	0.25002703	0.24997562
</S>	0.25000525	0.24999952	0.24999961	0.24999556
