 	non	so	cosa	stai	scrivendo	</S>
a31	0.1680504	0.16866463	0.14547941	0.17310186	0.17597568	0.16872793
a21	0.059809662	0.061524536	0.040012304	0.29338974	0.47643262	0.068831176
a31	0.09410259	0.110198975	0.063608356	0.20968673	0.3728008	0.14960253
a10	0.06288866	0.06717537	0.04097087	0.26851138	0.4600226	0.1004311
a7	0.05477522	0.059500877	0.035509758	0.2937945	0.46746233	0.08895731
a41	0.07113769	0.08441234	0.037317872	0.23714949	0.45010313	0.11987955
a31	0.071042605	0.10292029	0.028252289	0.25721464	0.39965385	0.14091635
a8	0.04102866	0.04874968	0.012321995	0.30288708	0.4910567	0.10395588
a31	0.02053688	0.028876616	0.01062268	0.33863047	0.54568225	0.055651117
a8	0.018024227	0.026630627	0.0070644952	0.34131584	0.5537487	0.05321612
a23	0.014045355	0.018348906	0.007996559	0.32774734	0.59379756	0.038064294
a8	0.014363771	0.018386008	0.011822487	0.27432427	0.64710665	0.03399677
a31	0.016618272	0.022154711	0.015857153	0.2592766	0.6464346	0.039658677
a21	0.013366107	0.016519314	0.010772875	0.30489075	0.6163684	0.03808255
a31	0.021014167	0.024010774	0.019819193	0.24701019	0.642067	0.046078682
a24	0.013817216	0.014799394	0.010725009	0.2836245	0.64338243	0.03365151
a21	0.02516283	0.025692454	0.022354458	0.25356203	0.63517493	0.038053267
a31	0.041804835	0.043087613	0.04121265	0.17469431	0.63400453	0.06519604
a17	0.028283821	0.028392566	0.026519088	0.16059981	0.71916735	0.03703734
a20	0.067329146	0.067488536	0.06620128	0.14676958	0.5783972	0.073814236
a0	0.103342704	0.10353003	0.10232654	0.17050257	0.4098182	0.11047987
a31	0.114115216	0.11464517	0.113834746	0.19631813	0.33266842	0.12841828
a8	0.11875221	0.11881244	0.11830049	0.15926553	0.36276206	0.12210733
a37	0.15193276	0.15197298	0.15184405	0.16474141	0.22645672	0.15305206
</S>	0.15680835	0.1568433	0.15675329	0.16700032	0.20473827	0.15785645
