 	non	aveva	dove	a	stare	</S>
a31	0.18926203	0.15967627	0.18135099	0.114912465	0.18870778	0.16609041
a8	0.2270601	0.15793061	0.22092894	0.057674218	0.22027117	0.11613492
a31	0.1846118	0.103866585	0.22442685	0.07200668	0.23680262	0.17828557
a28	0.20569041	0.115624696	0.2369581	0.048258383	0.2536265	0.13984182
a37	0.22193637	0.08096194	0.21474484	0.055730965	0.32362187	0.10300398
a31	0.18407254	0.11955404	0.24098021	0.113170184	0.21716025	0.12506275
a18	0.16192342	0.10029133	0.29407912	0.069941975	0.30218458	0.0715796
a0	0.1741222	0.11597816	0.25213313	0.07914301	0.27251628	0.10610719
a23	0.15190081	0.121275805	0.17407441	0.130367	0.19779855	0.22458339
a8	0.12909889	0.124602415	0.14639455	0.14716619	0.1878145	0.26492345
a31	0.14401652	0.14318475	0.15014409	0.15238886	0.17172396	0.23854189
a20	0.15927164	0.15874039	0.16067208	0.16108124	0.16743556	0.19279914
a31	0.16545302	0.16533977	0.16563992	0.1656582	0.16661824	0.1712908
a20	0.1665803	0.16635646	0.16655003	0.1663384	0.16674703	0.1674278
a24	0.16670546	0.16662595	0.16667828	0.16659155	0.1666595	0.16673926
a8	0.1666654	0.16663358	0.16665675	0.16662313	0.1666578	0.16676334
a31	0.16663823	0.1666333	0.16664283	0.16664053	0.16666692	0.16677816
</S>	0.16667221	0.16665396	0.16666633	0.16664743	0.16666616	0.1666939
