 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.14642806	0.123671725	0.12714873	0.13478805	0.12170743	0.13400607	0.1410085	0.071241446
a31	0.112565584	0.09604314	0.1620201	0.15110429	0.12016188	0.13752285	0.1831845	0.03739768
a7	0.11570383	0.11155124	0.1755215	0.13604915	0.113078155	0.12381396	0.15852201	0.06576013
a46	0.13678233	0.1295339	0.18684337	0.13104336	0.10839031	0.11609166	0.13042833	0.06088669
a10	0.1998545	0.13410331	0.15065615	0.13324654	0.09196671	0.11659441	0.13911632	0.034462117
a14	0.2643564	0.10890755	0.13409601	0.13264115	0.07381121	0.10901741	0.15387322	0.023296991
a31	0.289456	0.082520425	0.12898499	0.12784299	0.06786878	0.108191065	0.17182428	0.023311438
a0	0.2545993	0.060911387	0.11739585	0.12438479	0.06862681	0.1303102	0.22627236	0.01749934
a20	0.25250933	0.0704123	0.12227024	0.10988149	0.07910102	0.12786993	0.19940563	0.03855005
a31	0.17032352	0.06981552	0.11433256	0.11260852	0.10998244	0.15155856	0.19461654	0.07676228
a10	0.20645256	0.07674725	0.08890269	0.086583436	0.08667715	0.16462566	0.23101242	0.058998894
a0	0.19051333	0.115017645	0.11880546	0.09738864	0.09098818	0.13766232	0.17407918	0.07554521
a18	0.12881258	0.11588661	0.118007034	0.1122078	0.11352964	0.14512077	0.16018517	0.10625039
a17	0.11755832	0.11406624	0.11555166	0.11536833	0.11864339	0.1466171	0.15794906	0.11424588
a8	0.11421655	0.11322968	0.11453077	0.11549857	0.11962456	0.14807566	0.15894246	0.1158818
</S>	0.121644065	0.1210392	0.12139664	0.12171641	0.12287533	0.1324897	0.13692816	0.121910535
