 	sta	e	dorme	nel	letto	</S>
a33	0.16546571	0.20608154	0.25401634	0.15536062	0.15293023	0.06614549
a31	0.083318956	0.24243511	0.4403074	0.13973218	0.08199999	0.012206346
a37	0.1001617	0.250609	0.40076286	0.14952052	0.07748721	0.02145863
a31	0.12979911	0.2729076	0.40378898	0.11978104	0.058557108	0.015166128
a13	0.18086706	0.25209996	0.28007326	0.19184233	0.08923323	0.0058841486
a20	0.16874029	0.2712892	0.3248481	0.16279837	0.0674613	0.0048627798
a24	0.14201988	0.2872348	0.3896071	0.12614155	0.050118726	0.0048778933
a28	0.093413636	0.26366636	0.51284117	0.082249165	0.03924276	0.008586929
a31	0.053412046	0.2067839	0.6470914	0.054441106	0.028032526	0.010239014
a35	0.05817304	0.25987443	0.5807011	0.06968162	0.026252553	0.0053172056
a18	0.03477943	0.13854519	0.72615695	0.0525664	0.03336256	0.014589515
a31	0.05370837	0.1407071	0.6246226	0.0830563	0.064299114	0.033606514
a13	0.029908024	0.099135086	0.72953176	0.067602664	0.0536885	0.020133857
a39	0.08166414	0.13396856	0.3664289	0.17801714	0.16751435	0.07240695
a31	0.094258055	0.13687928	0.28315538	0.20279992	0.19535655	0.087550804
a21	0.13159685	0.14799158	0.24254763	0.17705284	0.17304078	0.1277703
a31	0.15652421	0.16261066	0.18189643	0.17272861	0.17135096	0.15488914
</S>	0.161808	0.1664987	0.18248512	0.16475274	0.16384958	0.16060589
