 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
a31	0.09773371	0.06830643	0.0676768	0.105936326	0.14071926	0.15100579	0.13467504	0.1433689	0.09057773
a16	0.031239714	0.022188382	0.025877269	0.061248016	0.18780653	0.39705122	0.123752356	0.121503204	0.029333353
a31	0.043809045	0.037134692	0.045890857	0.10283329	0.18829645	0.2876704	0.11154126	0.120147176	0.06267679
a24	0.024828896	0.018917944	0.023893366	0.071150504	0.2282046	0.34275323	0.12599732	0.12657905	0.037675135
a28	0.03140032	0.020201204	0.026286075	0.08168534	0.21865688	0.3539342	0.113738395	0.11243303	0.041664593
a31	0.026096605	0.008328962	0.011003405	0.09357833	0.26172698	0.2687432	0.15157163	0.14542715	0.033523783
a41	0.029545829	0.007378614	0.010235475	0.13328142	0.25022623	0.25012502	0.1482425	0.1408677	0.03009722
a31	0.01306827	0.0043352023	0.005462083	0.07290903	0.27032277	0.30743214	0.15470575	0.15925689	0.012507899
a28	0.010746281	0.003756746	0.004669261	0.062854506	0.28090456	0.31756383	0.15297809	0.15548742	0.011039287
a20	0.014141035	0.005042144	0.00604787	0.059168644	0.2481486	0.34108412	0.1565074	0.16042598	0.009434172
a46	0.008828378	0.004367134	0.005302972	0.042140797	0.26129395	0.38469064	0.13555755	0.14967674	0.008141876
a11	0.008704602	0.0043911007	0.0050758966	0.03824031	0.26382154	0.36836082	0.14516158	0.15751453	0.008729663
a46	0.010784601	0.0067105126	0.007783451	0.035751212	0.22140816	0.45056465	0.12161035	0.13398731	0.011399859
a31	0.017888777	0.0087909475	0.009945373	0.05273538	0.19810064	0.41078684	0.14129725	0.14204217	0.01841264
a17	0.010468813	0.0057227877	0.00611264	0.034398213	0.22332647	0.4145752	0.1433223	0.150656	0.0114176255
a31	0.015845725	0.011358138	0.011839863	0.035986375	0.17582643	0.5115389	0.108628854	0.11298256	0.015993098
a20	0.009097534	0.0055821333	0.005786419	0.024025567	0.2173891	0.4593446	0.13104123	0.1388612	0.008872218
a31	0.014299525	0.010947829	0.011180656	0.025469303	0.14720413	0.6043441	0.08695583	0.08747602	0.012122549
a13	0.010508077	0.0076542194	0.007854663	0.019723348	0.17347167	0.56751317	0.09895059	0.10444413	0.009880063
a18	0.016450323	0.013166436	0.013483069	0.02464644	0.118918434	0.6649111	0.06840582	0.06640249	0.013615842
a13	0.021366473	0.017570449	0.017890291	0.03361547	0.11313134	0.6339135	0.074418105	0.06962392	0.018470416
a31	0.024473436	0.020592928	0.021219144	0.04183748	0.12396985	0.5852013	0.080430016	0.077678196	0.024597665
a18	0.016825896	0.014701997	0.014817737	0.024007654	0.123585545	0.6127837	0.0840295	0.09272495	0.016523067
a3	0.038918845	0.036233272	0.036380507	0.046677645	0.103504226	0.54292697	0.0809465	0.07707663	0.03733537
a0	0.04312576	0.03920687	0.039753854	0.06098143	0.121453546	0.45572606	0.10155841	0.09525043	0.04294358
a20	0.03638661	0.034530424	0.035302244	0.054460187	0.12045952	0.48327455	0.09727113	0.0983902	0.03992517
a31	0.03723677	0.03581922	0.03655461	0.05527496	0.120806694	0.4665826	0.10193935	0.1043892	0.041396722
a13	0.052742247	0.051996842	0.052095693	0.05774045	0.09853339	0.45199224	0.0909826	0.09068094	0.053235672
a31	0.08566299	0.08517772	0.085275106	0.08979554	0.10929145	0.23610443	0.11358878	0.10907763	0.08602634
a20	0.09153679	0.09119542	0.09121127	0.092586935	0.10422681	0.23733185	0.100184694	0.10026996	0.091456234
a13	0.1054935	0.105248824	0.10525864	0.10611203	0.110576585	0.14312603	0.10985853	0.10899437	0.10533144
a20	0.10277382	0.10240237	0.102429464	0.10415569	0.11166433	0.15162638	0.112259425	0.11008752	0.102601
a31	0.10157601	0.101327546	0.101365745	0.10318784	0.11096706	0.15713596	0.11261179	0.11023709	0.10159093
a17	0.106349744	0.10626808	0.106272124	0.10660828	0.1094342	0.14185518	0.10842489	0.10845798	0.10632952
a20	0.10992702	0.10988105	0.10988355	0.11007526	0.111024596	0.11750441	0.111015506	0.11078532	0.10990337
</S>	0.10866313	0.108542636	0.10855048	0.10904533	0.11124157	0.123462364	0.11127256	0.110632114	0.10858983
