 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.20652951	0.19679944	0.060997546	0.041232225	0.08609848	0.26896158	0.13938126
a24	0.10141084	0.11799694	0.028281923	0.0069776988	0.060760513	0.56368077	0.12089133
a31	0.14743257	0.16971703	0.06985032	0.011805443	0.13917942	0.284564	0.17745127
a0	0.12724856	0.1511417	0.034764927	0.0054962565	0.07573996	0.49721596	0.10839264
a31	0.18073526	0.19715498	0.023674149	0.008501808	0.045672413	0.45561087	0.08865047
a17	0.19382243	0.22144808	0.008398836	0.0027042942	0.020637758	0.504576	0.048412647
a13	0.11366866	0.12081977	0.008973882	0.004153735	0.018410625	0.7061417	0.027831689
a31	0.06805349	0.07184466	0.019618366	0.013466546	0.031945687	0.7540714	0.040999774
a20	0.06726646	0.06468096	0.011079163	0.008572212	0.017903408	0.7987377	0.031760063
a31	0.05457264	0.053447478	0.018871572	0.0150218215	0.021624243	0.8046219	0.031840358
a23	0.07131972	0.06793089	0.032758255	0.02929897	0.03675573	0.7109993	0.05093712
a8	0.08490108	0.08262632	0.042644106	0.038270388	0.04314639	0.6579372	0.050474476
a20	0.120918475	0.11799016	0.08430461	0.08139349	0.088409	0.40151173	0.10547256
a31	0.12993866	0.1279252	0.10039198	0.098309785	0.106248535	0.3106161	0.12656975
</S>	0.12424128	0.12031198	0.103657246	0.10293544	0.10578085	0.32978895	0.11328427
