 	la	pasta	vuole	sale	</S>
a8	0.22610947	0.24958412	0.16364136	0.24988103	0.110783994
a31	0.11083844	0.21321487	0.09738393	0.49720687	0.08135583
a28	0.09188767	0.24842621	0.11858889	0.48977268	0.051324517
a20	0.089992754	0.24979764	0.16417615	0.43235812	0.06367535
a31	0.0918137	0.25198996	0.20400202	0.38956904	0.062625326
a11	0.0834718	0.22155735	0.21051101	0.41674104	0.06771877
a18	0.07544562	0.1976685	0.17847818	0.47783676	0.07057099
a15	0.086039826	0.1737222	0.15022415	0.43687668	0.15313718
a31	0.13308188	0.15058057	0.16176982	0.30185056	0.25271717
a20	0.17504255	0.18569945	0.18093324	0.2534587	0.20486607
a6	0.19538862	0.19788858	0.1966652	0.21008891	0.1999687
a20	0.19841778	0.19878455	0.19876292	0.20331281	0.2007219
a21	0.19914666	0.19934896	0.19933952	0.20179331	0.20037149
a20	0.19886774	0.19901797	0.19910677	0.20237066	0.20063688
a0	0.19825149	0.19847824	0.19862112	0.20362733	0.20102187
a31	0.19598384	0.19645071	0.19681859	0.20815925	0.20258754
a39	0.19958083	0.1996608	0.1996713	0.2008548	0.20023227
a31	0.19937794	0.19951178	0.19950724	0.20128535	0.20031767
a35	0.19989608	0.19997407	0.19993117	0.20022506	0.19997361
</S>	0.19990641	0.19999069	0.19993097	0.20020233	0.19996957
