 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.24390647	0.13990407	0.14076324	0.09191608	0.07731164	0.08619216	0.13492599	0.085080355
a31	0.31271252	0.19627172	0.20406671	0.110867664	0.058325075	0.037737466	0.063242994	0.01677583
a14	0.45062888	0.14130157	0.21189961	0.053266544	0.0231055	0.017109713	0.09564567	0.0070424327
a37	0.40846023	0.17406315	0.23278363	0.05901332	0.02395728	0.021808095	0.06880022	0.0111140665
a10	0.51990914	0.13571227	0.17945762	0.03604169	0.01889311	0.018581064	0.077836365	0.013568794
a31	0.4959015	0.1420483	0.16500574	0.05663213	0.028249571	0.021077164	0.076982	0.014103653
a28	0.31010324	0.20850402	0.2072691	0.105038255	0.054632388	0.03555706	0.062608406	0.01628742
a31	0.3049105	0.20202957	0.21564424	0.11021248	0.057125084	0.03709901	0.05894502	0.014034088
a42	0.38633332	0.17429599	0.17453828	0.08352642	0.054954015	0.047536645	0.054164108	0.024651278
a23	0.3416701	0.1198691	0.16983648	0.090785876	0.07557445	0.074983634	0.088441834	0.03883852
a8	0.2367949	0.113153234	0.14171977	0.11276121	0.10478278	0.10698459	0.10644515	0.07735838
</S>	0.13852194	0.119403824	0.13025117	0.12588306	0.12387379	0.12519671	0.12388317	0.11298633
