 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.18495439	0.1458591	0.14200005	0.04843714	0.033363637	0.09143365	0.22349878	0.13045327
a31	0.13434139	0.09679536	0.12246554	0.036727764	0.010907891	0.1060072	0.3449964	0.14775841
a20	0.11883155	0.10132954	0.12602527	0.07447057	0.014048951	0.14350584	0.26005575	0.16173252
a31	0.15485936	0.13060816	0.1498398	0.05292885	0.013077339	0.13214955	0.20663601	0.15990092
a37	0.16066957	0.099148855	0.12416978	0.029056255	0.0075116805	0.08290871	0.37583715	0.120697975
a14	0.21842702	0.11063712	0.1213675	0.018607737	0.010939516	0.03591772	0.40985423	0.074249156
a10	0.22115226	0.06836232	0.07650712	0.013015903	0.007079126	0.01873378	0.55663985	0.038509596
a31	0.23644024	0.061303098	0.07073969	0.011502495	0.004724429	0.019435354	0.55921406	0.036640592
a37	0.21284829	0.0578223	0.0725774	0.010815731	0.0043120147	0.021882577	0.5780824	0.04165924
a10	0.15722516	0.044664208	0.057090014	0.008451644	0.0039455034	0.019506427	0.67495584	0.034161225
a14	0.108887404	0.03536783	0.04573035	0.012182057	0.0070415437	0.022157535	0.7366158	0.03201749
a0	0.10275751	0.036784228	0.0490123	0.015923163	0.009430761	0.027027898	0.7229747	0.036089387
a20	0.0891642	0.032365095	0.040471524	0.01615817	0.011276272	0.023832783	0.7563532	0.030378837
a33	0.08715833	0.05031493	0.061507758	0.03327895	0.025135161	0.0484334	0.6409258	0.05324562
a20	0.11209566	0.07749989	0.08746566	0.061541133	0.054999433	0.090748414	0.42054778	0.095101945
a31	0.11437859	0.09217928	0.10742036	0.078195415	0.06827927	0.11887508	0.2983156	0.122356385
a0	0.10694195	0.078365654	0.08109501	0.070138514	0.068119876	0.08362273	0.42499512	0.08672106
a41	0.121837735	0.10840456	0.11022003	0.10366062	0.10237002	0.1112107	0.23001343	0.11228285
a31	0.11814905	0.11181935	0.11335448	0.109828696	0.108876705	0.11666525	0.20396294	0.11734355
a37	0.1235818	0.120035596	0.1202116	0.11910164	0.118931614	0.12038232	0.15709764	0.12065779
a31	0.12527803	0.12343538	0.123533614	0.12287683	0.1227848	0.12340146	0.13521954	0.12347034
a18	0.12554711	0.12444696	0.124449	0.12413284	0.12410922	0.12423186	0.12880209	0.12428094
a8	0.12624529	0.12488906	0.12488329	0.12446273	0.124436595	0.12450208	0.12606908	0.124511905
a20	0.12522678	0.12490912	0.12491141	0.12481219	0.12480408	0.124843575	0.12564556	0.12484729
</S>	0.12546395	0.12476196	0.12477439	0.12454375	0.12452226	0.12463289	0.12666008	0.12464071
