 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
a8	0.10412401	0.051519815	0.07265657	0.11809018	0.15491839	0.1541439	0.15098725	0.11254386	0.03819705	0.042818945
a31	0.026960796	0.018565845	0.022607522	0.047015384	0.3633901	0.29936135	0.11831753	0.053799774	0.024126759	0.025855022
a7	0.024524942	0.021188473	0.022920752	0.044421576	0.35840046	0.29568753	0.115263015	0.052901406	0.03211827	0.032573655
a24	0.041964002	0.033524908	0.043520726	0.07440337	0.27887827	0.21271126	0.10764682	0.07614294	0.065097824	0.06610992
a38	0.05677001	0.046259977	0.060366273	0.07935261	0.23670192	0.19257982	0.106015146	0.07881554	0.07110296	0.07203576
a31	0.06116835	0.04472992	0.060717523	0.07662583	0.24119359	0.21242453	0.1150525	0.07525889	0.055000246	0.057828635
a10	0.039417773	0.010315516	0.020894784	0.058032934	0.34669527	0.2764276	0.17087513	0.0522393	0.011934549	0.01316724
a11	0.025658365	0.0055813817	0.009456814	0.052955437	0.3800693	0.29090387	0.18297704	0.037099093	0.0075438637	0.0077548805
a31	0.02114305	0.0058574034	0.008997859	0.047939945	0.3708387	0.29995134	0.19776045	0.030936627	0.00824355	0.008331175
a20	0.012654061	0.0032166622	0.005228822	0.04377663	0.39120114	0.29610914	0.20259507	0.033679154	0.005784487	0.005754788
a10	0.009188311	0.0038066918	0.005385351	0.028966043	0.4144091	0.3171621	0.18773726	0.01905228	0.007153327	0.007139515
a31	0.0070953807	0.0031925635	0.0045429063	0.023515945	0.4234963	0.32389438	0.18503664	0.017837612	0.005737327	0.0056509185
a21	0.008197461	0.0020952628	0.00282837	0.0424543	0.38598397	0.3179277	0.19732888	0.035128932	0.0041088853	0.003946253
a31	0.004760878	0.002635416	0.002987688	0.01544578	0.4375207	0.34336847	0.17137812	0.013367295	0.004284441	0.0042511784
a20	0.004475579	0.0023190416	0.0025556588	0.01513632	0.43110836	0.3363359	0.18589129	0.015146403	0.003549066	0.0034823946
a13	0.004090846	0.0023927607	0.0025781214	0.009767243	0.43027577	0.38742876	0.14815763	0.010105492	0.0026295895	0.0025737854
a31	0.0054710456	0.0040094783	0.0042660977	0.01126766	0.46430147	0.39068484	0.0965663	0.012587131	0.0054396736	0.0054062903
a41	0.004881811	0.0038161615	0.00393046	0.008702196	0.44601688	0.37031558	0.14228827	0.010310112	0.0048718024	0.0048668496
a35	0.006133899	0.0048792087	0.004969297	0.00814505	0.46396512	0.40247458	0.09102926	0.008140605	0.0051357797	0.005127267
a31	0.01605441	0.014048745	0.014239638	0.021044826	0.3759302	0.41614112	0.0865284	0.023647476	0.016165119	0.01620006
a24	0.012380071	0.011837325	0.011889468	0.013871601	0.3834135	0.45676765	0.06981936	0.015272163	0.012371559	0.012377326
a37	0.027529016	0.02665131	0.026720919	0.02916554	0.32189935	0.41436014	0.07066282	0.029073399	0.02696515	0.02697237
a27	0.0436979	0.042537253	0.04265555	0.047397837	0.24703799	0.34067422	0.09578088	0.051562563	0.044308893	0.044346854
a20	0.055798482	0.054815084	0.05498169	0.061526407	0.21082684	0.26413435	0.11381707	0.068563476	0.057734963	0.057801653
a31	0.062106352	0.06169697	0.061827734	0.06699164	0.19033003	0.2436966	0.11128581	0.07359411	0.06420565	0.06426505
a37	0.08047958	0.08036064	0.08037816	0.0810302	0.14322971	0.19865511	0.0927841	0.08183478	0.08062062	0.08062715
a31	0.0925154	0.092409655	0.09242175	0.0929252	0.11665457	0.13530801	0.09896903	0.09354939	0.09262095	0.092626035
</S>	0.09589133	0.09584417	0.095847875	0.095982045	0.11008326	0.120085925	0.0984752	0.09604818	0.09587088	0.09587117
