 	Marika	è	che	si	sposa	domani	</S>
a27	0.286222	0.12838678	0.14622505	0.20332639	0.085212775	0.06274329	0.0878837
a37	0.30629903	0.076460674	0.13531163	0.33243468	0.07383317	0.02478158	0.05087929
a31	0.23301533	0.11351122	0.15694542	0.24772668	0.09896799	0.042838495	0.10699499
a11	0.2648063	0.115964495	0.15783407	0.2539838	0.08192286	0.037239194	0.08824923
a31	0.31062242	0.11660856	0.15183234	0.24674597	0.06610918	0.036483042	0.071598426
a37	0.43763816	0.07450841	0.10300218	0.2447178	0.056264866	0.036662724	0.047205828
a31	0.43072027	0.08416676	0.104208566	0.18652964	0.07650049	0.05650281	0.061371397
a6	0.44754434	0.054003626	0.087247364	0.22829708	0.07462169	0.05161721	0.05666878
a20	0.24226764	0.08005074	0.115855165	0.18982352	0.13461931	0.11508364	0.12229992
a31	0.17568181	0.08200402	0.114038356	0.1855158	0.15578276	0.13675791	0.15021929
a20	0.17427202	0.089137346	0.10047045	0.16369097	0.16754213	0.12570477	0.17918238
a31	0.14828643	0.11465509	0.119801976	0.1485673	0.16150075	0.12792131	0.1792671
a0	0.15915821	0.13320528	0.13526689	0.14515479	0.14399488	0.13417944	0.14904046
a20	0.14982307	0.14032531	0.14107288	0.14369804	0.14227024	0.13998531	0.14282514
a31	0.14731123	0.14138249	0.14184402	0.14330839	0.1423411	0.14109938	0.14271334
</S>	0.14388971	0.14253868	0.14263688	0.14297861	0.14269742	0.14247338	0.14278534
