 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.23588833	0.20635329	0.03796688	0.03972783	0.13328633	0.23160772	0.11516966
a31	0.48361513	0.09918201	0.0127675235	0.015644459	0.09619015	0.23054855	0.062052272
a21	0.36162284	0.12360056	0.038932234	0.047897775	0.1332674	0.20237762	0.09230158
a37	0.24883878	0.15848415	0.049456637	0.07229681	0.15468562	0.17335345	0.14288451
a8	0.22645168	0.1540829	0.06922348	0.09472455	0.14915246	0.16213782	0.1442272
a31	0.23898052	0.15763299	0.06148668	0.08444124	0.14860132	0.16419807	0.14465919
a13	0.3531297	0.16823485	0.020788196	0.02809328	0.12501384	0.19213156	0.11260858
a20	0.38565007	0.20719941	0.019050408	0.022245025	0.08246321	0.21889465	0.064497165
a3	0.4557111	0.18376575	0.017565466	0.02005759	0.04086346	0.24958868	0.032447863
a31	0.47521392	0.16870444	0.016727002	0.020527527	0.03569152	0.25349462	0.029640887
a29	0.5226344	0.13419871	0.01356613	0.017229399	0.030828005	0.25604063	0.02550266
a31	0.4603299	0.17054561	0.017053954	0.02117946	0.043948654	0.25236976	0.03457274
a3	0.5501211	0.11111239	0.013890824	0.016709082	0.034243822	0.2477458	0.026176993
a31	0.5418981	0.10273772	0.02115021	0.023616191	0.049326725	0.22634692	0.034924194
a24	0.5964168	0.0715886	0.017139649	0.0180138	0.03625648	0.23715392	0.023430848
a31	0.5274036	0.08031553	0.0273143	0.027980952	0.051507674	0.2522783	0.03319968
a39	0.566479	0.056011975	0.030502465	0.03069553	0.041001197	0.24284045	0.032469273
a31	0.3592007	0.09784558	0.079645716	0.07983576	0.091354266	0.21078126	0.08133667
a33	0.39806694	0.09517355	0.08220613	0.08224843	0.08476894	0.17470329	0.08283271
a31	0.18999311	0.13489732	0.13104583	0.13105643	0.13185078	0.1499877	0.13116887
a23	0.18403883	0.13652714	0.13382658	0.13383292	0.134116	0.14374304	0.1339155
</S>	0.1591507	0.14079493	0.13951446	0.13951553	0.13960215	0.14189108	0.13953115
