 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.19952868	0.2591839	0.2599229	0.15317181	0.03981802	0.044687483	0.0436872
a20	0.05451824	0.3882146	0.45721447	0.07947035	0.0059106555	0.00698684	0.0076849815
a35	0.1283774	0.3220476	0.34550267	0.15339084	0.014309752	0.01575656	0.020615231
a20	0.16321714	0.2725214	0.28221965	0.18670823	0.022707855	0.0315757	0.04105003
a38	0.16665123	0.24882706	0.25654852	0.18619591	0.03220269	0.048517786	0.06105682
a31	0.17059779	0.2535357	0.2637526	0.18040338	0.03118488	0.045186102	0.055339567
a18	0.1518953	0.31220278	0.32870278	0.14244808	0.01866889	0.01954437	0.026537728
a23	0.12763332	0.346038	0.3651934	0.09600064	0.020017698	0.019057345	0.02605965
a24	0.071610086	0.38946715	0.4123966	0.0586623	0.020896612	0.019360324	0.027607009
a37	0.06803145	0.37450993	0.41752458	0.06642688	0.022155294	0.020849213	0.030502645
a20	0.060589485	0.34865254	0.4129983	0.07869653	0.030161789	0.028845442	0.040055923
a31	0.06955853	0.30167925	0.38222584	0.1111014	0.042769015	0.041961152	0.050704855
a20	0.07622094	0.2748211	0.3611654	0.12341594	0.052718688	0.05206718	0.05959084
a33	0.09800611	0.21239685	0.281368	0.15158226	0.08464682	0.08439749	0.08760244
a31	0.118189566	0.1780035	0.21497583	0.15659614	0.11021869	0.11007946	0.111936785
a20	0.12845013	0.16378988	0.1842641	0.15156786	0.12366853	0.12359074	0.124668784
a31	0.1381525	0.14999057	0.15712585	0.14382866	0.13690776	0.1368936	0.13710104
a20	0.14012003	0.14701775	0.15080431	0.14409705	0.13927315	0.13926183	0.13942592
a31	0.14211005	0.14405322	0.1452412	0.14280084	0.14192428	0.14192282	0.14194751
</S>	0.14240932	0.14362651	0.1442646	0.14281677	0.14228937	0.14228848	0.14230503
