 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.24498504	0.10519352	0.09234258	0.14348951	0.25395352	0.16003583
a31	0.121506006	0.034940246	0.052194305	0.12448547	0.5637754	0.10309863
a24	0.10483974	0.035776462	0.058167856	0.13571279	0.5685983	0.096904874
a37	0.14849792	0.0122538265	0.02074375	0.07830767	0.6791056	0.06109131
a14	0.14174898	0.007729789	0.01849346	0.049230702	0.7621207	0.020676358
a29	0.15131189	0.009998617	0.028453097	0.099284984	0.6843706	0.026580846
a0	0.123013735	0.0079748705	0.018203974	0.05357244	0.7761061	0.02112884
a29	0.1186477	0.010700806	0.01673209	0.044460516	0.77774405	0.031714838
a20	0.15951811	0.020857204	0.026174583	0.06228963	0.66880697	0.062353518
a31	0.15390301	0.031130845	0.039447293	0.08309303	0.61104125	0.081384555
a24	0.1145788	0.036041662	0.039212577	0.08182396	0.6399538	0.088389166
a46	0.14132127	0.05921126	0.060890384	0.097126365	0.520904	0.12054669
a31	0.1216313	0.0893486	0.090572886	0.1249082	0.42015332	0.15338576
a0	0.12997256	0.10558484	0.106236234	0.121194236	0.3980412	0.138971
a20	0.14733586	0.13553058	0.1357397	0.140949	0.2923843	0.1480606
a31	0.14917834	0.14410315	0.14431465	0.14857754	0.25921077	0.15461552
a46	0.160109	0.15504944	0.15518856	0.15669475	0.21442416	0.15853412
</S>	0.16451475	0.16319837	0.16322589	0.16368213	0.18107201	0.1643069
