 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.16523258	0.1671616	0.13932754	0.17414795	0.106375925	0.16864106	0.07911341
a31	0.23397806	0.35447785	0.07013411	0.13314296	0.038898483	0.14195302	0.027415536
a37	0.21353859	0.33152634	0.07877468	0.12461212	0.060902644	0.1346103	0.05603526
a31	0.202172	0.30170748	0.09222667	0.1422361	0.060350288	0.152326	0.048981495
a13	0.25867712	0.38200602	0.05926551	0.12519524	0.0315412	0.12143457	0.021880295
a31	0.23709111	0.39077044	0.060598418	0.14496563	0.022991413	0.12781563	0.01576731
a43	0.2785857	0.3413831	0.05782729	0.17226204	0.014222416	0.12769401	0.008025394
a31	0.26110375	0.36750287	0.057196397	0.16559374	0.015869962	0.12324977	0.009483531
a20	0.25311852	0.30120155	0.0634744	0.20353134	0.011522817	0.16163085	0.005520576
a31	0.2958803	0.3462036	0.04401597	0.16887721	0.009339827	0.13123237	0.0044507566
a11	0.2691763	0.45617968	0.028789692	0.13912643	0.009726117	0.089758225	0.007243535
a31	0.31890982	0.42008644	0.032692146	0.13133186	0.01042755	0.07988653	0.0066654617
a30	0.27079713	0.49386615	0.03717742	0.09064862	0.023977833	0.061500013	0.022032803
a31	0.26375768	0.43976283	0.048513442	0.11683946	0.02979494	0.07557851	0.025753064
a42	0.24920543	0.29413953	0.08838049	0.11401396	0.0797784	0.09595332	0.078528956
a20	0.20115286	0.33226088	0.08689621	0.12701239	0.07642221	0.10161444	0.07464103
a31	0.17385417	0.21908082	0.119798824	0.13364321	0.11521597	0.12415127	0.114255816
a20	0.1504844	0.15069646	0.13966024	0.14114355	0.13912563	0.13984828	0.13904148
</S>	0.1502187	0.15531313	0.13863306	0.14090261	0.13788088	0.13932633	0.13772532
