 	voglio	un	forno	che	vende	rustici	</S>
a31	0.16317137	0.15023807	0.13718003	0.09705611	0.111150496	0.21081595	0.13038798
a37	0.08803789	0.087220475	0.10605992	0.07107105	0.10317339	0.44795227	0.09648504
a31	0.094795056	0.10576465	0.14056928	0.13415709	0.15144704	0.2201816	0.15308529
a17	0.08494205	0.09265654	0.13796258	0.10046307	0.1067015	0.37128273	0.10599153
a20	0.11491357	0.12517977	0.16279347	0.082195975	0.088591516	0.33704442	0.089281306
a31	0.14148164	0.13841407	0.14675736	0.048636917	0.06329156	0.3946107	0.0668077
a41	0.13150842	0.13788854	0.18147069	0.053142637	0.068239294	0.36662146	0.061128967
a24	0.07737061	0.06915708	0.088446595	0.03815909	0.047546133	0.642365	0.036955442
a31	0.07330161	0.06227022	0.06554855	0.039766733	0.051225424	0.6562597	0.051627845
a39	0.065075435	0.053222988	0.06263377	0.030484699	0.049702875	0.69442314	0.044457037
a31	0.03860194	0.03371978	0.037767675	0.025115725	0.04187921	0.7910481	0.03186754
a8	0.036132485	0.03226424	0.03570442	0.024560476	0.04143871	0.79835856	0.03154115
a26	0.03694222	0.032831676	0.034572244	0.023577334	0.036503702	0.8069593	0.028613506
a23	0.04456781	0.040731564	0.041002538	0.03847512	0.0633389	0.7163146	0.05556944
a31	0.073555976	0.072085015	0.07351787	0.07706118	0.12240374	0.47293228	0.10844394
a20	0.05277562	0.050154794	0.04981032	0.04815138	0.06634279	0.673326	0.059439104
a39	0.08188907	0.08019135	0.08000951	0.07826337	0.09447901	0.49767843	0.08748925
a11	0.10091853	0.10017476	0.100510985	0.0996027	0.118099526	0.37078664	0.10990683
a37	0.1073827	0.107121006	0.10770299	0.10843005	0.13156071	0.31597167	0.12183089
a14	0.11003753	0.10998085	0.11050727	0.11175381	0.13179897	0.3025071	0.12341448
a24	0.11333453	0.11327866	0.113615714	0.114222854	0.12666363	0.29753494	0.12134966
a28	0.11355371	0.113565356	0.11393275	0.1148735	0.12676029	0.2953826	0.121931754
a20	0.111633874	0.111747324	0.112396106	0.1141704	0.13521913	0.2882484	0.12658478
a8	0.11663512	0.11666503	0.11690359	0.11757579	0.12645969	0.2831097	0.122651115
</S>	0.12993516	0.12991592	0.12993182	0.13001373	0.13130444	0.21816769	0.13073124
