 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.18702844	0.14451589	0.17735113	0.11892966	0.0373201	0.0370436	0.21140036	0.08641079
a31	0.2025582	0.14483295	0.28574952	0.11823087	0.004864283	0.004152905	0.18636365	0.053247582
a7	0.17667517	0.13887426	0.24570031	0.13611762	0.008990976	0.006941971	0.17667718	0.11002256
a31	0.18393739	0.14363268	0.20975065	0.14568247	0.013375305	0.009004562	0.17634551	0.118271485
a21	0.2308326	0.16038226	0.277195	0.09717147	0.0071830186	0.0049796915	0.16249569	0.059760265
a31	0.24190758	0.16537838	0.25263414	0.09065249	0.012781147	0.007040822	0.17444585	0.055159587
a11	0.29082114	0.12992637	0.3152704	0.048647963	0.003712737	0.0025968477	0.19298938	0.016035184
a31	0.28051975	0.08584094	0.2711494	0.050959628	0.010881671	0.008224769	0.2665858	0.025837967
a46	0.24168816	0.074574485	0.33001402	0.045226034	0.0063107475	0.0060295667	0.27556643	0.02059054
a31	0.17817235	0.07942709	0.24278067	0.078175195	0.025325932	0.02502908	0.31985024	0.051239476
a17	0.16992833	0.09365132	0.19001839	0.08417414	0.04508086	0.04494579	0.30789775	0.06430343
a20	0.17143768	0.12502596	0.16968702	0.096513376	0.07390025	0.073842034	0.20951335	0.08008029
a31	0.14789087	0.12929589	0.14681469	0.112868726	0.0981862	0.09815282	0.16388768	0.10290319
a20	0.13814718	0.12394631	0.12994601	0.11919618	0.11550371	0.11549462	0.14069706	0.11706895
</S>	0.13988066	0.12722404	0.13103722	0.1203629	0.118986	0.11898282	0.12432891	0.119197436
