 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.13438508	0.13332601	0.13188489	0.10332124	0.12315549	0.13408163	0.13475771	0.105087936
a0	0.12321269	0.14540695	0.16460887	0.08140656	0.14778164	0.10515685	0.1749584	0.057468105
a28	0.1692636	0.16906843	0.14731102	0.09048207	0.11388351	0.10383911	0.11830562	0.0878466
a31	0.15609917	0.15206696	0.13211724	0.104843326	0.11631213	0.11349367	0.12061575	0.10445179
a24	0.1627872	0.1587776	0.13471606	0.10007962	0.11430704	0.10702541	0.1234921	0.09881496
a46	0.15070137	0.1478359	0.13226895	0.1033757	0.11811553	0.119504355	0.12467456	0.10352363
a31	0.15118417	0.1479971	0.1378606	0.08472151	0.115236424	0.13342357	0.14123242	0.08834424
a24	0.16831572	0.16337977	0.14090936	0.040042702	0.079041824	0.16278887	0.20491189	0.040609825
a31	0.15567805	0.15805931	0.13989025	0.047225792	0.08001433	0.1761201	0.19391611	0.049095944
a20	0.12510923	0.1322915	0.12245239	0.037572827	0.072344385	0.19542614	0.27840513	0.036398467
a29	0.08948642	0.09740187	0.105479404	0.06036568	0.09072043	0.21570653	0.282183	0.05865664
a20	0.07710781	0.08561527	0.10148861	0.08185641	0.11156702	0.20814633	0.25205946	0.08215903
a29	0.07617039	0.08547727	0.103683755	0.09237508	0.122048065	0.19678144	0.23030593	0.09315801
a13	0.07402833	0.081328765	0.098850586	0.09674192	0.12950529	0.19739105	0.2230601	0.099093914
a17	0.075094216	0.08274304	0.10138308	0.10467302	0.13849984	0.18705428	0.20320776	0.10734471
a31	0.08331764	0.086062856	0.09475027	0.09797972	0.13400443	0.19479787	0.20862234	0.10046489
a44	0.09775787	0.0986014	0.101844706	0.10270154	0.12522863	0.17825894	0.19150352	0.10410349
a8	0.11509387	0.115277804	0.116041966	0.11603203	0.123189904	0.14587621	0.15211502	0.11637314
a6	0.11978582	0.119891256	0.120298445	0.120391965	0.12425799	0.13578212	0.1390153	0.12057709
</S>	0.12259455	0.12264666	0.12283353	0.12289964	0.12460226	0.12999849	0.13144872	0.12297615
