 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
a31	0.12466056	0.10084034	0.076461665	0.14084159	0.030678498	0.0929779	0.15522939	0.14747675	0.13083337
a24	0.078143016	0.0686229	0.049872022	0.23195243	0.009011021	0.04213686	0.35742268	0.12310719	0.03973188
a28	0.12331379	0.08716438	0.047124293	0.19458532	0.012411408	0.051082555	0.28512284	0.121132255	0.078063235
a31	0.092606276	0.05639782	0.033915192	0.1780952	0.019136982	0.03692735	0.33164734	0.16050123	0.09077255
a8	0.06867319	0.04911823	0.025843788	0.20467971	0.0080256	0.018795911	0.43818197	0.15780029	0.028881345
a0	0.06162455	0.04856771	0.030148188	0.1351776	0.014254226	0.021013945	0.4949513	0.16571909	0.028543383
a31	0.06269391	0.054410692	0.043591835	0.11579785	0.027852004	0.036415003	0.386395	0.21587692	0.056966748
a39	0.04867535	0.044731315	0.032835048	0.13874239	0.012144332	0.021900816	0.46887374	0.2064913	0.025605612
a31	0.060047567	0.06202228	0.06404586	0.15283336	0.028799044	0.036745623	0.38130954	0.17696635	0.03723047
a8	0.056697518	0.04877049	0.03742072	0.17916104	0.019110378	0.026117295	0.4492793	0.15969272	0.023750497
a31	0.07571883	0.07085889	0.06504834	0.18755731	0.05053615	0.053612698	0.32095125	0.12269627	0.05302031
a24	0.085090525	0.07830498	0.069486804	0.18762733	0.060428705	0.06395762	0.2852259	0.107788175	0.062089995
a46	0.103682384	0.10005192	0.09466011	0.1386885	0.090900265	0.09172549	0.1692053	0.11924992	0.0918361
a31	0.10511154	0.104731664	0.10432534	0.1372523	0.10296115	0.10318438	0.13119836	0.10807099	0.10316423
a1	0.109565556	0.10902842	0.10828774	0.11746176	0.10770831	0.10791513	0.12176743	0.11045741	0.10780824
a31	0.11091052	0.11078996	0.11058269	0.11280633	0.11041778	0.11044432	0.11270832	0.110908486	0.110431515
</S>	0.11096597	0.11088081	0.11074759	0.11201033	0.110651225	0.110677145	0.11242027	0.11098497	0.11066165
