 	lo	sentii	che	viene	</S>
a43	0.28990462	0.2591183	0.13740654	0.1990236	0.11454698
a17	0.32206866	0.35771874	0.086867385	0.20865607	0.0246891
a11	0.2582678	0.34307355	0.13668342	0.20819378	0.05378147
a31	0.26036304	0.36598396	0.12599878	0.19078618	0.056868017
a46	0.29998103	0.4105625	0.08989991	0.16975173	0.029804861
a6	0.30615073	0.43901458	0.075777635	0.14957231	0.029484833
a31	0.33342502	0.45248902	0.06278184	0.120007835	0.03129629
a15	0.3624192	0.42567405	0.07227238	0.10633701	0.03329744
a20	0.35230124	0.3486735	0.098289385	0.12817301	0.07256293
a31	0.2987139	0.31008646	0.124625355	0.15989505	0.10667923
a17	0.24148373	0.26031443	0.14099626	0.20775875	0.14944685
a31	0.18542057	0.1914736	0.1504476	0.27684256	0.19581562
a13	0.1800716	0.1842744	0.15434776	0.29768276	0.18362345
a39	0.18449129	0.1853507	0.17719993	0.26466882	0.18828927
a46	0.19151877	0.19227917	0.18877189	0.23383944	0.19359075
a31	0.19677797	0.19688891	0.1957663	0.21304332	0.19752342
a18	0.19889118	0.19890247	0.19814861	0.20525445	0.19880329
</S>	0.19973467	0.19977522	0.1994498	0.20143725	0.19960305
