 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.14407708	0.12874922	0.14320765	0.11739549	0.11834535	0.12608258	0.13593933	0.086203344
a31	0.19302998	0.08371316	0.2222392	0.08749655	0.09358381	0.107407	0.12961078	0.08291948
a29	0.16972838	0.08896339	0.18002452	0.081774235	0.10661103	0.12684469	0.15727952	0.08877428
a46	0.15139122	0.08106215	0.15985262	0.10442755	0.12471449	0.13153031	0.13943118	0.10759051
a11	0.13523981	0.08713163	0.14119597	0.11980406	0.12871462	0.13156384	0.13480769	0.121542364
a20	0.13010761	0.091963544	0.13590498	0.123025626	0.12948333	0.1313847	0.13350607	0.124624185
a8	0.13109045	0.0961784	0.13494854	0.12338307	0.12825961	0.12984116	0.13168265	0.1246161
a31	0.1288904	0.09703748	0.13378045	0.12370376	0.12877955	0.13064824	0.13265215	0.12450802
a38	0.14329176	0.08880505	0.1480895	0.115370266	0.124826245	0.13084343	0.1382986	0.110475145
a31	0.15667626	0.094647445	0.16364206	0.116101675	0.1222571	0.12860395	0.13767137	0.08040015
a24	0.21977706	0.07209476	0.231646	0.07717901	0.09463135	0.11807066	0.15313503	0.03346612
a37	0.19447728	0.09051711	0.20686759	0.09970074	0.10486144	0.11775453	0.14131981	0.04450152
a15	0.2510554	0.081988655	0.26782146	0.06631977	0.072891496	0.09184841	0.13781036	0.030264465
a31	0.2637535	0.072844684	0.28498998	0.06183181	0.06895029	0.084890656	0.12844846	0.034290593
a20	0.26118118	0.06297918	0.29057726	0.055549324	0.06791398	0.08978818	0.14243181	0.029579066
a31	0.25761035	0.06673186	0.28861365	0.05967887	0.070671566	0.0873021	0.13233253	0.037059095
a37	0.24690413	0.05382063	0.28908932	0.046946865	0.06860779	0.099139936	0.17033869	0.025152644
a46	0.26368153	0.06056985	0.27526793	0.053018972	0.07370863	0.09302453	0.14098719	0.039741393
a20	0.24568069	0.06282265	0.24376196	0.06402553	0.086113445	0.10265846	0.13924508	0.05569214
a24	0.22530408	0.06410271	0.21793288	0.07217299	0.09716907	0.113288745	0.14341998	0.06660959
a31	0.2477874	0.06341909	0.25491795	0.067902	0.08339555	0.09632137	0.12855113	0.057705496
a17	0.2220898	0.067920245	0.21771495	0.069945775	0.091985025	0.11138341	0.1549559	0.06400484
a20	0.17327963	0.0878336	0.15301512	0.08917521	0.11328908	0.12908761	0.1669424	0.08737735
a38	0.1352368	0.09198392	0.1305733	0.09835563	0.12603556	0.1424132	0.17741086	0.09799075
a31	0.13747907	0.09804674	0.12936336	0.1013408	0.12351757	0.1375988	0.17169024	0.10096339
a17	0.14390205	0.10953576	0.1327192	0.10920817	0.12042042	0.12766811	0.14808652	0.10845976
a31	0.13195987	0.11932121	0.12759404	0.119067796	0.12298172	0.12579626	0.13450885	0.11877023
a37	0.13427272	0.12114705	0.12934381	0.12044705	0.122381434	0.12386009	0.12845911	0.120088756
</S>	0.12723127	0.12351672	0.1259867	0.12340553	0.124347724	0.12502281	0.12719736	0.12329192
