 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.15329047	0.13147816	0.094443046	0.15171298	0.17133048	0.042241022	0.10602032	0.06445726	0.035897415	0.049128767
a31	0.2175551	0.14877966	0.0819264	0.19709486	0.15586439	0.024356809	0.063614756	0.04637127	0.019671354	0.04476526
a28	0.17859444	0.11337336	0.08134551	0.14568068	0.121321835	0.05912065	0.08415155	0.0722763	0.05742987	0.08670579
a31	0.13536698	0.10616003	0.094038054	0.11677518	0.10917863	0.07839787	0.09718279	0.09121608	0.076577574	0.09510682
a29	0.20757946	0.12000747	0.0798122	0.13839212	0.11178018	0.059993118	0.075783364	0.0694872	0.060628735	0.07653622
a39	0.18120874	0.12507701	0.09507329	0.13636583	0.11890706	0.058540974	0.083481036	0.07721685	0.052000836	0.07212848
a31	0.21633528	0.14840382	0.087455615	0.18110473	0.17185313	0.022637412	0.07554063	0.043915607	0.019459264	0.033294402
a39	0.34121925	0.16123025	0.044489272	0.20491838	0.17209606	0.007314836	0.035182048	0.014598868	0.006989786	0.011961205
a41	0.3417615	0.10567185	0.033572603	0.21341592	0.22445434	0.012111835	0.02691528	0.015393612	0.0116507355	0.015052292
a10	0.22046265	0.094217725	0.049508322	0.2086562	0.2727195	0.026506951	0.04125395	0.030295266	0.025675485	0.030703973
a31	0.19328362	0.088118926	0.055851176	0.19814518	0.27860796	0.03202294	0.046514686	0.03657439	0.030684417	0.04019671
a18	0.20185034	0.07029435	0.03233379	0.24535745	0.33811608	0.017039213	0.031392448	0.020295696	0.016310927	0.027009677
a31	0.13066286	0.08213905	0.06452976	0.19404137	0.28771293	0.043101598	0.053968605	0.0455385	0.04203814	0.05626722
a3	0.12334116	0.09102411	0.074260116	0.15921973	0.22556013	0.062569715	0.068092644	0.063801035	0.062211193	0.0699202
a18	0.1343308	0.10832073	0.09121471	0.12997662	0.14447644	0.07774252	0.07926769	0.0780881	0.07768351	0.078898944
a31	0.119431764	0.106898725	0.094427	0.12104189	0.1288998	0.08534895	0.08640757	0.08556401	0.08523815	0.08674213
a23	0.10648953	0.10070083	0.0978397	0.10406273	0.10701492	0.096635446	0.09692112	0.09669762	0.0966175	0.097020626
</S>	0.10785435	0.10188084	0.0987044	0.10288088	0.10165656	0.09737401	0.09745211	0.09738983	0.097368956	0.09743801
