 	da	da	un	famoso	poeta	</S>
a31	0.23653586	0.15381795	0.29019356	0.076986946	0.12910257	0.113363124
a37	0.12712878	0.09667845	0.6238816	0.03812657	0.07232145	0.041863214
a31	0.17025404	0.11433796	0.51614064	0.044199567	0.08577369	0.06929413
a28	0.21153854	0.12104668	0.5805856	0.017832212	0.04298548	0.026011506
a31	0.20712818	0.08223704	0.6541908	0.014257332	0.025982972	0.01620371
a20	0.21994057	0.09936622	0.6110351	0.020784883	0.033304155	0.0155689465
a13	0.14738213	0.08878384	0.6844431	0.027757721	0.036131367	0.015501704
a39	0.091727845	0.0753899	0.69842535	0.05045089	0.04946756	0.03453849
a31	0.1128344	0.10349167	0.51553917	0.101557314	0.09391014	0.0726674
a35	0.13394172	0.11146621	0.46031988	0.1012473	0.098960906	0.094064005
a31	0.16821854	0.15294774	0.2439296	0.14586101	0.14516084	0.1438823
a17	0.16755028	0.16309996	0.18557115	0.16140929	0.16130796	0.16106135
a31	0.1674954	0.1648108	0.17679657	0.16364644	0.16365965	0.16359113
</S>	0.16689195	0.16630568	0.16859542	0.16607551	0.16607307	0.16605835
