 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.11282547	0.11921779	0.1417132	0.10273545	0.15000203	0.10108821	0.08398036	0.13250686	0.023862643	0.03206798
a20	0.102003664	0.08984636	0.19405907	0.110471174	0.23789419	0.069249846	0.056715272	0.09642315	0.008207591	0.035129655
a31	0.08974332	0.09049903	0.16333686	0.11424876	0.14999059	0.10169166	0.09244545	0.11254453	0.011056495	0.07444336
a29	0.095654935	0.08964154	0.20475557	0.09608546	0.21504101	0.07249181	0.061277844	0.10626306	0.0082116	0.050577153
a15	0.113758594	0.1078379	0.2073397	0.09489335	0.19528435	0.07592329	0.06667414	0.09903551	0.0070093186	0.03224379
a31	0.113421485	0.120334074	0.21735115	0.084827356	0.21191117	0.06722129	0.044141766	0.11339921	0.011286357	0.016106108
a18	0.09178321	0.09445935	0.27581656	0.062064186	0.280195	0.04160129	0.021589378	0.123274654	0.003127426	0.006089039
a46	0.059244346	0.06938777	0.30625173	0.053429175	0.33406037	0.03562158	0.02190192	0.10029152	0.0066779945	0.013133616
a31	0.056727335	0.07506536	0.2637943	0.06923558	0.29713523	0.051982824	0.039871134	0.092098095	0.018489568	0.03560047
a37	0.04404555	0.05174699	0.30676264	0.05599495	0.37316683	0.033356663	0.022589967	0.07919744	0.012794909	0.020344028
a31	0.061174672	0.06894842	0.22696023	0.089379266	0.2837795	0.057776757	0.046695247	0.07970235	0.03605431	0.049529254
a41	0.070020646	0.07483589	0.22223224	0.07791288	0.27761963	0.056395132	0.0497119	0.07885146	0.043315973	0.049104247
a31	0.091915615	0.097139575	0.16883337	0.09070459	0.17264196	0.0769063	0.07324479	0.08627362	0.07007252	0.07226766
a3	0.09667809	0.099439405	0.12626466	0.09685551	0.1260293	0.09134848	0.08990984	0.09516726	0.08854286	0.08976457
a31	0.09966278	0.10179403	0.12140183	0.09627587	0.113500476	0.09370469	0.09295033	0.09607332	0.092244916	0.09239177
a23	0.09973933	0.10032553	0.104283616	0.09941419	0.10268122	0.09876919	0.098606385	0.09915586	0.09846267	0.098561995
a29	0.099973895	0.10051255	0.104966395	0.0991392	0.10243262	0.09864217	0.098500334	0.09908872	0.09836564	0.09837848
a46	0.09998338	0.10030366	0.10212261	0.099685945	0.10083852	0.099440254	0.099384956	0.09954139	0.09934396	0.09935535
a23	0.09997717	0.10005016	0.10046997	0.09994299	0.10023121	0.09987256	0.099857084	0.099899195	0.09984477	0.09985494
</S>	0.099960126	0.10002387	0.10039509	0.09998645	0.10024247	0.09988702	0.099868804	0.09990537	0.09985414	0.099876694
