 	non	ho	cosa	a	fare	</S>
a8	0.31429166	0.22596069	0.08801889	0.10896683	0.14222653	0.12053545
a31	0.27373543	0.19416039	0.063801035	0.106681556	0.17827006	0.18335162
a37	0.22402251	0.18015091	0.059167545	0.13775773	0.21885072	0.18005055
a11	0.28456062	0.15071814	0.088487186	0.16813341	0.17463373	0.13346693
a13	0.21836339	0.17086916	0.11872097	0.1908742	0.17189007	0.1292823
a20	0.197618	0.1679444	0.12425504	0.18961817	0.17306077	0.14750358
a31	0.15592696	0.13197239	0.11121083	0.20090802	0.20269033	0.19729148
a8	0.12902077	0.116950266	0.1114605	0.17142984	0.2121007	0.25903788
a31	0.13877052	0.13624816	0.13509624	0.1551688	0.1808531	0.25386325
a46	0.16013806	0.15739284	0.15635608	0.16093527	0.16737425	0.19780347
a8	0.16466185	0.16431075	0.16417554	0.16517474	0.1667208	0.1749563
</S>	0.16575806	0.1656926	0.16566429	0.16606499	0.16669667	0.17012338
