 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.13629839	0.12611194	0.091461055	0.09568818	0.14673859	0.15344837	0.15182297	0.098430455
a31	0.15401796	0.17599301	0.09310704	0.06933296	0.13082927	0.21766719	0.12769161	0.031361006
a37	0.1364818	0.16950409	0.11304795	0.077115566	0.118901335	0.22337393	0.11868535	0.042889994
a20	0.19354975	0.18493903	0.10859273	0.07905338	0.104331605	0.15913647	0.10317974	0.06721729
a31	0.19574912	0.16824573	0.101567075	0.08806906	0.110721976	0.14923382	0.105483666	0.0809295
a7	0.19112742	0.19817889	0.09840965	0.06072606	0.10153945	0.203688	0.102362104	0.043968357
a10	0.2170718	0.18487181	0.087645225	0.06926615	0.1127221	0.17128386	0.10139432	0.055744693
a41	0.22881451	0.20863745	0.05852259	0.042287845	0.11432671	0.19785513	0.12722392	0.022331847
a37	0.20121317	0.16532412	0.03552753	0.033093624	0.14208181	0.24662407	0.1567614	0.019374305
a14	0.14123735	0.117071025	0.032113057	0.031890612	0.15870264	0.31517503	0.18427247	0.019537779
a31	0.12589063	0.10750694	0.03234233	0.030726744	0.15059708	0.34575716	0.18868001	0.018499145
a20	0.13720465	0.14269955	0.0316586	0.026162596	0.15197226	0.3011954	0.19891329	0.010193646
a31	0.068597995	0.08007503	0.03256112	0.031029884	0.1281016	0.45364866	0.19216028	0.013825392
a37	0.064148575	0.070622586	0.025667831	0.027509982	0.13920611	0.45530665	0.20907424	0.00846407
a7	0.054528605	0.053538885	0.02350594	0.029086018	0.11680955	0.5499472	0.1625005	0.01008326
a10	0.05443314	0.055416267	0.03805049	0.054886848	0.11861188	0.5349958	0.11908463	0.024520906
a7	0.062177274	0.06057107	0.040259115	0.057267528	0.12663612	0.51288134	0.112724096	0.02748345
a39	0.07119648	0.07364207	0.06036453	0.08984869	0.1601991	0.36985928	0.12701361	0.04787621
a10	0.07703068	0.0804525	0.07048454	0.105005085	0.17624877	0.29499772	0.13601933	0.05976136
a32	0.08426547	0.08514152	0.07653969	0.10250621	0.18811995	0.2628729	0.13085262	0.06970164
a19	0.09743431	0.09639436	0.08534557	0.09658005	0.19087984	0.23811142	0.11478536	0.08046904
a31	0.1057791	0.10478287	0.09057286	0.09630372	0.18298094	0.225894	0.10887101	0.08481545
</S>	0.12292487	0.12263462	0.12164885	0.12197014	0.13023302	0.13598733	0.12324732	0.12135381
