 	hai	già	mangiato	</S>
a38	0.31774536	0.28374833	0.21733244	0.18117388
a31	0.21084303	0.2361226	0.29601786	0.25701657
a20	0.24196617	0.25955373	0.27811703	0.22036302
a31	0.1869098	0.22915938	0.30642417	0.27750668
a27	0.16544513	0.23423143	0.358369	0.24195454
a31	0.17678872	0.24565053	0.35275322	0.22480752
a20	0.18937103	0.23014385	0.3524819	0.22800316
a31	0.22711594	0.23469137	0.31458542	0.22360721
a39	0.24868609	0.24568425	0.2571709	0.2484588
a20	0.24860698	0.24786264	0.25844398	0.2450864
a10	0.24995594	0.24968824	0.25125626	0.24909954
</S>	0.2500369	0.24992876	0.25029188	0.24974245
