 	non	aveva	da	stare	</S>
a37	0.24998777	0.15535383	0.056666914	0.29319605	0.24479544
a38	0.1312871	0.053852346	0.029303933	0.5497643	0.23579237
a24	0.14994504	0.06799705	0.028504143	0.49379876	0.25975505
a8	0.107591994	0.06289903	0.03825834	0.61236453	0.17888619
a17	0.10628396	0.07837496	0.050798547	0.6048245	0.15971807
a31	0.11149578	0.099188626	0.07014497	0.53720105	0.18196964
a20	0.123642005	0.124110684	0.10287893	0.39560068	0.25376773
a8	0.1260862	0.12605298	0.11776009	0.33312774	0.29697302
a31	0.13485456	0.13509084	0.13072841	0.28488323	0.314443
a20	0.14347458	0.14369163	0.14126945	0.2576245	0.31393987
a31	0.17317957	0.17308222	0.17259623	0.21677275	0.26436922
a8	0.18242928	0.18239044	0.18211533	0.21091019	0.24215476
a31	0.19607168	0.19605622	0.19600184	0.20190191	0.20996836
</S>	0.19828981	0.1982746	0.19824734	0.20098886	0.20419939
