 	le	melanzane	vogliono	girate	</S>
a31	0.1972836	0.18986927	0.20929712	0.21685834	0.18669173
a35	0.14349745	0.13719739	0.2236268	0.39216006	0.1035183
a41	0.12586816	0.11748707	0.21210827	0.3788588	0.1656777
a10	0.107386835	0.0913055	0.217221	0.42375273	0.16033396
a18	0.10824146	0.08661658	0.24572544	0.45778272	0.10163388
a35	0.073250115	0.06202994	0.21541782	0.5640991	0.08520306
a31	0.079327255	0.073214404	0.17694423	0.55899745	0.11151666
a34	0.07796532	0.073922984	0.17152254	0.60948485	0.06710428
a8	0.17667021	0.17581809	0.19170389	0.2528947	0.20291305
a31	0.16666509	0.1661631	0.1816656	0.25007877	0.23542741
a8	0.17118835	0.17082149	0.18587632	0.24856788	0.22354595
</S>	0.18988708	0.18974936	0.19392714	0.21097274	0.21546368
