 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
a31	0.10049545	0.0799424	0.08150871	0.08391457	0.08164268	0.022826243	0.106672004	0.018867152	0.023855079	0.055030193	0.022840956	0.08411817	0.100199886	0.1027315	0.035355076
a1	0.24286191	0.109616876	0.12985492	0.08007082	0.052214216	0.023219679	0.055590715	0.013513914	0.019239012	0.027486838	0.016398413	0.04362411	0.0711027	0.0884641	0.026741683
a31	0.15385947	0.079406224	0.079611555	0.06757804	0.058908135	0.05416842	0.059490196	0.051036622	0.051091913	0.054029066	0.049310483	0.056594744	0.06083023	0.069070265	0.055014558
a20	0.24877803	0.098824725	0.097286984	0.06345932	0.04560045	0.036473226	0.047172803	0.033220463	0.031660203	0.035186503	0.029544227	0.042945534	0.06396541	0.08454015	0.04134202
a31	0.21859285	0.09461364	0.093312435	0.07155139	0.05472427	0.039413054	0.056116108	0.034762643	0.03726689	0.04072439	0.035728242	0.045180958	0.058504853	0.07483533	0.044673
a46	0.22395225	0.15085042	0.13957705	0.07772684	0.047533356	0.012679061	0.052012827	0.007709699	0.012104143	0.01761302	0.011411998	0.04015042	0.07757017	0.097842954	0.03126578
a31	0.23878595	0.14622429	0.13209261	0.07730301	0.049880438	0.0053083734	0.05584423	0.0033237524	0.005040761	0.01584448	0.0046958877	0.04334061	0.087026075	0.11664258	0.018646976
a20	0.23078471	0.14091429	0.12965727	0.08168232	0.056180734	0.0039361245	0.06577093	0.0026750579	0.003179142	0.011079749	0.0029390482	0.048277084	0.09337237	0.1167651	0.012786093
a31	0.22578447	0.11903821	0.13626313	0.0894486	0.05066614	0.003534855	0.06960984	0.0021509149	0.0022923518	0.0064673987	0.0018680053	0.04749562	0.106631316	0.13213646	0.0066126664
a32	0.3201789	0.08252348	0.099283405	0.08033649	0.053673886	0.0061862133	0.09992242	0.00450791	0.0044022584	0.007249414	0.0036483773	0.033558805	0.087901115	0.11026472	0.0063626263
a11	0.2766114	0.090953566	0.12580189	0.089764826	0.051917087	0.0040216697	0.093078464	0.0027601516	0.0028904125	0.0049774856	0.0024991997	0.03200475	0.10057079	0.11709833	0.005049986
a31	0.31579348	0.07642832	0.10896045	0.08427571	0.052987814	0.005510094	0.11475759	0.0038656895	0.0039447183	0.0056245876	0.0034416323	0.028181262	0.089209996	0.101106785	0.0059118797
a20	0.28011525	0.055134386	0.0893698	0.090419844	0.06616889	0.014384482	0.1700881	0.010914058	0.0108474605	0.01322703	0.00958776	0.031689364	0.07344206	0.07364863	0.010962869
a4	0.3292863	0.069152914	0.09224492	0.08367538	0.05674872	0.008997296	0.15937819	0.007911609	0.0080094915	0.0090618525	0.007743699	0.022414329	0.06411052	0.07082622	0.010438633
a31	0.2022324	0.06892926	0.09132891	0.097415745	0.08233952	0.027506564	0.1452513	0.0249487	0.025079966	0.026108103	0.02436712	0.03649459	0.061027914	0.06094685	0.026023049
a28	0.12582068	0.061478335	0.08769608	0.107753925	0.09169587	0.036032114	0.16138396	0.033399668	0.03345164	0.034881875	0.032580435	0.046152562	0.0618831	0.052716743	0.03307301
a31	0.1791797	0.075701244	0.083629675	0.08471355	0.071154654	0.038159836	0.12341273	0.037591524	0.037638243	0.03807712	0.03750282	0.04248728	0.054397143	0.05768774	0.038666703
a18	0.0949985	0.07474817	0.07942474	0.08111239	0.07205039	0.055277597	0.09233569	0.0549175	0.054927204	0.055145975	0.05482026	0.05698488	0.059765458	0.05854617	0.05494508
a8	0.11332921	0.08045747	0.08297116	0.07876625	0.06645956	0.054407902	0.07720656	0.054273646	0.054286722	0.054409217	0.054259684	0.055585787	0.058865312	0.060102765	0.054618765
a31	0.093746915	0.07616697	0.07757495	0.07282747	0.064947404	0.06022776	0.068859965	0.060179345	0.060184028	0.060232833	0.060173698	0.06066583	0.06178225	0.062145956	0.060284637
a8	0.07899378	0.06960152	0.07022419	0.06812376	0.06579891	0.06438609	0.067121744	0.06436477	0.06436554	0.064380005	0.06435997	0.064501345	0.064719014	0.06468638	0.064372994
a23	0.081054986	0.07005854	0.070641905	0.06804649	0.06530425	0.064143084	0.06637362	0.06413364	0.06413497	0.06414945	0.06413345	0.0642754	0.06462237	0.064758494	0.06416934
</S>	0.07900075	0.06990017	0.07040909	0.06797577	0.06550813	0.064566866	0.065736115	0.0645582	0.06455875	0.06456322	0.06455702	0.06460724	0.064725436	0.06476463	0.06456868
