 	non	deve	magniare	la	sera	</S>
a20	0.48586398	0.079456866	0.08256494	0.094932035	0.09671464	0.16046752
a31	0.66709846	0.025723094	0.036010627	0.06753406	0.084246315	0.11938743
a18	0.64296937	0.024011126	0.033058576	0.0701879	0.0837952	0.14597785
a37	0.7294949	0.023999337	0.03167843	0.070788845	0.07977524	0.06426322
a18	0.67786044	0.029803725	0.038161244	0.09370533	0.09288949	0.06757977
a31	0.6650704	0.035682432	0.038699772	0.08867941	0.087790616	0.08407733
a13	0.3686886	0.086253114	0.087771475	0.11008148	0.1327814	0.21442391
a31	0.17481337	0.13677076	0.13694946	0.14201301	0.15152277	0.25793064
a17	0.18213405	0.16070269	0.16094814	0.16250625	0.16215844	0.17155047
</S>	0.16782661	0.16617464	0.1661952	0.16634172	0.16629547	0.16716638
