 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
a31	0.0250698	0.08058828	0.101524994	0.102329366	0.10187849	0.10225849	0.10198455	0.1022335	0.10257892	0.09904081	0.08051282
a10	0.012551212	0.03889192	0.05392547	0.16576938	0.041936178	0.08969953	0.03392155	0.10860638	0.36424294	0.056682386	0.033773005
a31	0.018013282	0.03678331	0.058911406	0.16311547	0.04728007	0.10220155	0.037108134	0.113732055	0.318873	0.06719794	0.036783796
a10	0.016361242	0.031436	0.05357324	0.16503459	0.04129146	0.100691184	0.03541071	0.12598032	0.32902235	0.06691349	0.03428538
a28	0.013407447	0.028108073	0.046434008	0.16695091	0.038235117	0.095177546	0.03143428	0.14180356	0.3500423	0.060474105	0.027932635
a10	0.012346026	0.026040742	0.04904703	0.17099668	0.03867734	0.1049772	0.034116726	0.14190806	0.32737768	0.064426266	0.030086212
a21	0.010556887	0.022913817	0.047249004	0.18151498	0.03685074	0.1113617	0.035250507	0.15044817	0.31022212	0.065547384	0.028084625
a38	0.010492288	0.021969572	0.057509575	0.17391975	0.04151493	0.12505488	0.043791402	0.1423127	0.2775722	0.068111576	0.03775101
a41	0.013738165	0.02654899	0.06973937	0.14574175	0.05183494	0.11047967	0.057540428	0.14015125	0.2584806	0.07218718	0.053557668
a31	0.015458934	0.04168278	0.078017496	0.11797411	0.06950046	0.09693851	0.074524775	0.13087648	0.22844578	0.078045815	0.06853482
a18	0.004104136	0.01503974	0.071373366	0.19022296	0.040637847	0.15740795	0.060484577	0.13620101	0.19925582	0.08512035	0.040152214
a31	0.0019393159	0.010738347	0.07890873	0.17820914	0.04700887	0.14785516	0.071472056	0.1497229	0.21517687	0.07984865	0.01911996
a21	0.0010343427	0.007217893	0.10277899	0.19231409	0.065181516	0.18062994	0.072661266	0.11430107	0.16201046	0.08473115	0.01713927
a31	0.0012078983	0.003961962	0.08065001	0.21233805	0.0535632	0.1909198	0.06612728	0.12627387	0.1989125	0.05816894	0.007876467
a18	0.0012971894	0.0033864793	0.07968698	0.21905088	0.054073796	0.19300896	0.06867118	0.12857904	0.19184871	0.052237257	0.008159497
a17	0.0013101675	0.003929262	0.06492585	0.23405474	0.048120026	0.17986539	0.056143068	0.13109323	0.2259125	0.04821427	0.006431552
a20	0.0018422105	0.0033610184	0.046638403	0.24592517	0.03566595	0.18929328	0.052580994	0.14549106	0.24343136	0.0299922	0.005778392
a3	0.0023398257	0.0036614665	0.041475218	0.23289967	0.03496918	0.17984965	0.052174903	0.16289283	0.25751603	0.025917338	0.006303894
a35	0.003287773	0.0047044945	0.040597495	0.20034032	0.040762555	0.15820368	0.056014784	0.18478544	0.2789157	0.023370646	0.009017152
a37	0.0048699374	0.006832791	0.059597548	0.15888864	0.06950851	0.13113146	0.08139461	0.17364122	0.27424204	0.026866335	0.013026953
a38	0.006259078	0.0083561875	0.06015435	0.16074556	0.078511514	0.13604121	0.084069595	0.16518998	0.2557606	0.028630411	0.016281586
a31	0.0081244735	0.009924738	0.060214132	0.16574442	0.08586814	0.14925134	0.087404095	0.15809351	0.22387323	0.031573378	0.019928524
a37	0.0102172755	0.010674869	0.037390728	0.1848776	0.05925162	0.14242122	0.05769203	0.15845183	0.29142746	0.03022898	0.017366411
a21	0.018547544	0.018859291	0.035184182	0.20881966	0.047817662	0.1478599	0.047181115	0.13555847	0.2699897	0.043365162	0.026817374
a31	0.025972763	0.026287189	0.042308576	0.20065364	0.052372087	0.13883996	0.051745005	0.12451153	0.24297543	0.05782867	0.036505096
a29	0.03085995	0.031005578	0.038501978	0.20434308	0.045982372	0.11952623	0.04718185	0.11342154	0.28921068	0.04606167	0.033905115
a31	0.0590622	0.059136413	0.06284398	0.14924224	0.06606611	0.101721406	0.06600564	0.096518464	0.2098571	0.068991505	0.060554847
a33	0.059391763	0.059483606	0.063149676	0.13915557	0.06713381	0.117248006	0.06743829	0.09758541	0.20645714	0.06303887	0.059917867
a20	0.085552044	0.08556863	0.08617606	0.09842557	0.086771734	0.09451626	0.086840145	0.09176454	0.11209204	0.08659013	0.085702874
a31	0.08822087	0.088232495	0.08848344	0.09335338	0.0885906	0.090504184	0.0887001	0.09137873	0.105174534	0.089024134	0.08833746
</S>	0.0881689	0.08818233	0.08852914	0.09488705	0.08884374	0.09357254	0.08890454	0.091690116	0.10049116	0.08851244	0.088217996
