 	sta	seduta	nel	giardino	</S>
a20	0.31035402	0.22615363	0.09073485	0.20245351	0.17030399
a17	0.16453548	0.14800557	0.05888043	0.4247166	0.20386195
a20	0.21308751	0.16902947	0.07241438	0.30338454	0.24208412
a31	0.23978104	0.17682998	0.073001266	0.28294945	0.22743832
a17	0.30925387	0.17088675	0.08158508	0.24545383	0.19282046
a31	0.3394512	0.1952971	0.07899313	0.2153275	0.17093109
a46	0.37040073	0.17107743	0.091852956	0.20617278	0.1604961
a31	0.3730351	0.1641887	0.111094445	0.18929681	0.16238499
a20	0.28504738	0.1410751	0.12344477	0.2477351	0.20269759
a31	0.19898866	0.14169458	0.13838913	0.27040207	0.2505255
a20	0.23470609	0.15107036	0.10743035	0.28325564	0.22353758
a18	0.20842801	0.18093391	0.14860442	0.23283517	0.22919852
a46	0.18725789	0.17488563	0.15907556	0.22844547	0.25033545
a20	0.1801989	0.17388113	0.16909659	0.22528717	0.25153625
a31	0.18506724	0.18169113	0.17952856	0.21618958	0.2375235
a18	0.19100994	0.18829043	0.1872336	0.20938642	0.22407962
a31	0.19675063	0.19573493	0.19509433	0.20326203	0.20915805
a0	0.19923389	0.19837809	0.19784138	0.20114306	0.20340362
a31	0.19968536	0.19945347	0.19926085	0.20040025	0.20120008
a8	0.20009857	0.19984072	0.19964738	0.20011674	0.2002966
a31	0.20001239	0.19995105	0.19988541	0.20002829	0.20012285
a18	0.20005983	0.1999981	0.1999346	0.20001438	0.1999931
a31	0.20003237	0.20000295	0.1999589	0.19999632	0.20000951
a17	0.20003235	0.20000459	0.1999699	0.20000653	0.19998662
</S>	0.20003153	0.20001055	0.19997546	0.19999216	0.19999033
