 	ho	rotto	una	bottiglia	</S>
a31	0.5224056	0.06065011	0.12612449	0.14715032	0.14366941
a21	0.75938576	0.021148661	0.08183402	0.09695613	0.040675443
a31	0.7404639	0.037102677	0.07111435	0.08128338	0.07003566
a35	0.8681516	0.01918116	0.043869328	0.045014795	0.023783175
a31	0.78371054	0.045366887	0.06373524	0.059836797	0.04735055
a24	0.77067405	0.039507493	0.091746226	0.06870387	0.029368334
a37	0.66323215	0.059852663	0.11323787	0.10382839	0.059848886
a31	0.3911136	0.12874185	0.17359118	0.17292736	0.13362604
a33	0.27997285	0.17867322	0.1821005	0.18114531	0.17810807
a31	0.2071631	0.19809562	0.19838084	0.19830467	0.19805573
</S>	0.2030035	0.19921848	0.19931448	0.19927323	0.19919029
