 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.16605654	0.15045536	0.13745053	0.12349879	0.13880743	0.1853339	0.09839752
a18	0.17204168	0.12648256	0.09552625	0.06527634	0.10658586	0.33492503	0.09916223
a31	0.1739826	0.1469446	0.12745732	0.102302745	0.12344335	0.22185826	0.10401124
a20	0.17838097	0.114849545	0.07967936	0.055955425	0.09885394	0.3940386	0.07824215
a31	0.18630263	0.124803185	0.08151231	0.046015035	0.09420366	0.40245456	0.0647086
a37	0.2454405	0.13506337	0.06660757	0.02274412	0.10673252	0.38481823	0.038593687
a18	0.24364066	0.120001495	0.053215493	0.017349085	0.08556328	0.456747	0.023482967
a46	0.20207956	0.09552511	0.046386495	0.0203222	0.054222904	0.55990857	0.021555165
a31	0.2222313	0.13415228	0.07133542	0.038551766	0.05819261	0.44549915	0.030037437
a46	0.21665718	0.10704024	0.04850069	0.025580892	0.056462195	0.5129762	0.03278259
a31	0.19951347	0.12872277	0.07591977	0.0495159	0.06475603	0.43331695	0.04825511
a46	0.1973011	0.10241738	0.053922955	0.03525538	0.06187873	0.5025162	0.046708193
a31	0.19027619	0.12918735	0.08475502	0.064477906	0.07818743	0.38515398	0.06796217
a46	0.18227252	0.11367933	0.07383451	0.05833777	0.07613064	0.42541382	0.07033137
a31	0.18610518	0.13527131	0.09680086	0.08223504	0.0922713	0.3201458	0.08717051
a18	0.18029904	0.13520534	0.10244249	0.09185156	0.10057846	0.29012898	0.09949414
a31	0.18131495	0.144335	0.1127249	0.10182019	0.107924916	0.24438885	0.10749122
a37	0.17946011	0.1473493	0.12521423	0.11987838	0.12268146	0.18291299	0.12250351
a13	0.17897072	0.14749175	0.122267604	0.11530043	0.119274445	0.19614293	0.12055214
a31	0.18061486	0.15690649	0.13421363	0.12805079	0.12895006	0.14213888	0.12912534
a20	0.16215831	0.14361753	0.13726662	0.13614056	0.13664958	0.14762136	0.13654609
a31	0.17035913	0.14631091	0.13540621	0.13334705	0.13407041	0.14605215	0.13445407
a20	0.1508577	0.14303961	0.14098692	0.14065692	0.1407615	0.14295106	0.14074627
a31	0.1603568	0.14406376	0.13878928	0.13789666	0.13818349	0.1423447	0.13836531
a20	0.14600095	0.14290857	0.14217101	0.14205594	0.1420863	0.14269479	0.14208247
</S>	0.15318902	0.14332506	0.14064623	0.14021438	0.14033203	0.14189027	0.14040294
