 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.18969913	0.17494239	0.106997915	0.1045755	0.0962593	0.21108365	0.046698388	0.069743626
a31	0.13250265	0.14769049	0.10504458	0.1267476	0.1061516	0.22712375	0.06121701	0.093522295
a8	0.11883853	0.12738991	0.113836095	0.13308479	0.1135183	0.18071876	0.099440575	0.113173075
a31	0.117659174	0.13766247	0.10815708	0.17042167	0.10578068	0.1972283	0.062731445	0.10035916
a17	0.10982912	0.1315158	0.09934846	0.14143752	0.096525915	0.26099506	0.06623023	0.094117865
a18	0.1488276	0.19192134	0.07762605	0.12118346	0.06789404	0.31319067	0.026236322	0.05312048
a31	0.18943438	0.23134023	0.059927195	0.07509136	0.053535506	0.32145208	0.023210041	0.04600925
a17	0.11423137	0.19484745	0.025009146	0.033621028	0.020284163	0.5791641	0.012142622	0.020700138
a30	0.1308921	0.1775429	0.028231813	0.034192562	0.023089489	0.5673159	0.014544697	0.024190567
a17	0.089448825	0.14572023	0.020533307	0.028015282	0.013973455	0.67541546	0.011332151	0.015561285
a39	0.10178449	0.12635674	0.030565485	0.04314631	0.02437624	0.62771297	0.01962006	0.02643769
a17	0.09497311	0.115768865	0.037752	0.052527726	0.030257402	0.6109981	0.024376597	0.03334616
a31	0.12289175	0.13805543	0.0425917	0.061704643	0.037358094	0.5274652	0.029281905	0.04065119
a17	0.10799363	0.13587214	0.028921783	0.042659342	0.024436133	0.613732	0.020462772	0.025922183
a20	0.1275006	0.13044976	0.05263327	0.07557181	0.048422758	0.47108537	0.04378578	0.050550688
a27	0.117505915	0.12740792	0.06250585	0.09154684	0.05711244	0.43244046	0.05077907	0.060701467
a20	0.11918275	0.12998353	0.065505266	0.0989476	0.061389167	0.4059839	0.05325286	0.06575486
a31	0.116897285	0.1331229	0.06964539	0.10658491	0.06504827	0.38349962	0.054375272	0.0708263
a18	0.12076529	0.12310118	0.061557077	0.09156042	0.05936755	0.428238	0.053189304	0.062221166
a31	0.12589447	0.12755883	0.08840151	0.118599944	0.08641185	0.281953	0.082614966	0.08856542
a13	0.12803908	0.123190954	0.0804596	0.09592627	0.078665346	0.3374137	0.076917596	0.07938746
a20	0.13015962	0.13058792	0.10975568	0.121042244	0.10857919	0.18315108	0.107564725	0.1091595
a31	0.12854922	0.13395943	0.111767136	0.13050838	0.110050134	0.16559567	0.10836503	0.11120503
a28	0.1279264	0.12452254	0.10467684	0.11021103	0.10378359	0.22164029	0.10323925	0.10400004
a31	0.12915905	0.13008082	0.11892051	0.12080291	0.118253596	0.14631999	0.11809553	0.11836754
a8	0.12722301	0.12723887	0.11343659	0.11375504	0.11248698	0.18068913	0.11256558	0.11260486
a17	0.12703629	0.1271735	0.122349836	0.12245524	0.12207994	0.13474037	0.12206967	0.12209519
a8	0.12586127	0.12626065	0.124201395	0.12440844	0.12407691	0.12704013	0.12406016	0.124091096
a23	0.12531783	0.12539934	0.12454941	0.12480279	0.124503285	0.12642996	0.12448295	0.1245144
a8	0.12515311	0.12521169	0.124780156	0.12493641	0.12475619	0.12565495	0.124744244	0.124763235
a20	0.12510262	0.12509352	0.12479037	0.12491546	0.12477601	0.12577556	0.124765635	0.124780774
a31	0.12508425	0.12512882	0.12484549	0.12498042	0.124829754	0.12547559	0.12481964	0.124836
a39	0.12505722	0.12500682	0.12476135	0.12484209	0.124751784	0.12608214	0.12474424	0.12475433
a18	0.12506355	0.12511384	0.12489842	0.12500669	0.12488582	0.12526284	0.12487748	0.12489135
a37	0.12512481	0.12530214	0.12478968	0.12515225	0.124757126	0.1253671	0.12472962	0.12477725
a31	0.1250156	0.12507375	0.12484177	0.12510063	0.12482839	0.1254895	0.12480873	0.12484165
a8	0.12500763	0.12498459	0.124882266	0.12494531	0.1248787	0.12554753	0.124873124	0.124880835
a23	0.1250148	0.12500872	0.12496428	0.12498004	0.124962494	0.12514563	0.124960974	0.12496302
a37	0.12501226	0.12501822	0.12498482	0.12499448	0.12498294	0.1250417	0.12498218	0.124983415
a8	0.12501292	0.12501799	0.12498184	0.12499104	0.12497984	0.125057	0.12497908	0.12498027
</S>	0.12500902	0.12500851	0.12498427	0.12499054	0.12498315	0.12505859	0.12498255	0.12498334
