 	non	mi	aspetti	non	vengo	</S>
a33	0.26895395	0.318325	0.05815595	0.17141373	0.07043143	0.11271996
a31	0.18374553	0.4938851	0.023453785	0.18010475	0.047533203	0.071277626
a37	0.18924035	0.48925182	0.022005033	0.18201642	0.042611964	0.07487438
a35	0.20217074	0.59456223	0.034732506	0.08616237	0.038632702	0.043739375
a31	0.22156541	0.5982604	0.030822182	0.08161064	0.03161892	0.03612254
a7	0.18582176	0.62820286	0.035066385	0.081907526	0.034047265	0.034954276
a18	0.17669879	0.45221207	0.08021743	0.11711089	0.08598898	0.087771855
a24	0.14220497	0.2871821	0.115558565	0.16174556	0.14648464	0.14682417
a31	0.11165517	0.19362722	0.10871481	0.20927463	0.18936121	0.187367
a20	0.13263197	0.1559142	0.13245109	0.2162307	0.18336287	0.17940916
a8	0.16133077	0.16502681	0.16091208	0.17647149	0.1685105	0.16774836
a31	0.16546673	0.16630645	0.16535911	0.16886255	0.16707425	0.16693087
</S>	0.16631664	0.16660944	0.16626763	0.16728906	0.16677547	0.16674179
