 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.18827483	0.13170527	0.07905517	0.114509165	0.14967923	0.1929668	0.14380957
a31	0.11466706	0.09262046	0.059296492	0.08821766	0.17352612	0.27692854	0.19474365
a20	0.098232925	0.09374596	0.08957452	0.11098228	0.17738037	0.23874825	0.19133571
a31	0.10461443	0.08504127	0.079283305	0.13624626	0.1907088	0.20917277	0.19493322
a20	0.107640825	0.07697466	0.06567686	0.11839851	0.17146131	0.274516	0.18533184
a38	0.1481144	0.08485319	0.043564267	0.10015396	0.16360281	0.29329428	0.1664171
a31	0.21785091	0.09052922	0.039614554	0.082221866	0.15556157	0.2753889	0.13883306
a29	0.15747084	0.062758856	0.023057686	0.066826016	0.15145215	0.40037552	0.1380589
a20	0.15779164	0.05217149	0.030103708	0.05474328	0.12470003	0.48392358	0.09656627
a31	0.15509424	0.06371902	0.04320546	0.067300655	0.129617	0.4368176	0.10424599
a20	0.15175785	0.057787646	0.030782681	0.04595517	0.10635318	0.5193036	0.08805984
a46	0.15976806	0.079316415	0.052075975	0.06380861	0.10689774	0.4483489	0.08978425
a31	0.15043378	0.09960915	0.07695745	0.09000256	0.1436113	0.30325568	0.13613011
a20	0.17293106	0.086498134	0.056824148	0.067563064	0.11249187	0.40331855	0.10037322
a31	0.17552806	0.11584501	0.08670275	0.09232951	0.12101212	0.29331017	0.11527238
a39	0.18328616	0.11523129	0.08448832	0.09166294	0.11908952	0.29513937	0.11110233
a0	0.19373089	0.13346776	0.09879175	0.10492846	0.11728843	0.24421494	0.10757768
a20	0.16393745	0.14252266	0.11587919	0.11755337	0.13075669	0.19897717	0.13037357
a23	0.14387892	0.12862973	0.106400155	0.11118595	0.14381735	0.21890704	0.14718081
a31	0.12636057	0.1110606	0.09915999	0.109379806	0.16218004	0.22316341	0.16869558
a20	0.14280179	0.12313876	0.11706164	0.12000573	0.14094454	0.21172145	0.14432608
a31	0.14477764	0.13462918	0.12854855	0.12984604	0.14102027	0.17737493	0.14380337
a46	0.14973694	0.13977519	0.13602418	0.13665374	0.14024132	0.15728626	0.14028233
</S>	0.14583048	0.14222392	0.14050488	0.14063197	0.14178655	0.14700963	0.1420126
