 	possono	essere	ancora	svegli	</S>
a31	0.37701333	0.062090486	0.19313361	0.23884577	0.12891683
a20	0.4260251	0.017332407	0.17001982	0.30109027	0.08553236
a23	0.37265888	0.017397847	0.184284	0.289956	0.13570327
a31	0.46445778	0.018735444	0.16834018	0.24552569	0.102940924
a20	0.667652	0.009064583	0.10378204	0.17459732	0.044904053
a11	0.73164994	0.010988574	0.0826112	0.13526867	0.03948159
a20	0.75145173	0.01826311	0.07550303	0.10636264	0.048419397
a31	0.7135913	0.026409991	0.087566726	0.10553877	0.06689318
a37	0.7754191	0.019948566	0.05989355	0.098276615	0.046462115
a31	0.4889732	0.06578687	0.12775312	0.1883727	0.12911418
a11	0.70420784	0.047482774	0.073688045	0.1159474	0.058674037
a46	0.37087992	0.13632335	0.1577875	0.18738659	0.14762266
a31	0.25206926	0.1746158	0.18193625	0.20640607	0.18497261
a46	0.2604852	0.18098895	0.18515918	0.19054528	0.18282136
a31	0.21359126	0.1955038	0.1963551	0.19827098	0.19627883
a20	0.21321318	0.19607587	0.19693248	0.19752449	0.196254
a28	0.20550129	0.19844712	0.19874257	0.19882402	0.19848497
</S>	0.20293632	0.1991786	0.19932787	0.1993589	0.19919832
