 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.115909114	0.11454005	0.07785731	0.04097678	0.11350258	0.16564272	0.17910863	0.11050259	0.08196034
a18	0.073281914	0.09549198	0.04329799	0.022264909	0.0922434	0.26698282	0.3142921	0.061361946	0.030782992
a24	0.10533341	0.14534627	0.076358125	0.06137943	0.09189588	0.1569345	0.2045098	0.0830359	0.07520667
a31	0.117551975	0.14891638	0.08467605	0.06008176	0.09625771	0.14983794	0.18713412	0.079209626	0.07633441
a37	0.12397902	0.17223665	0.053100403	0.020607444	0.09349049	0.20042107	0.23079625	0.06303614	0.042332545
a0	0.11886385	0.15934218	0.03398079	0.012935095	0.08983122	0.22805858	0.27203202	0.057731394	0.027224809
a28	0.09992736	0.1274859	0.036999475	0.017102053	0.09127267	0.23270346	0.30597606	0.057232756	0.031300265
a18	0.08374798	0.106355354	0.027795773	0.01690239	0.077257246	0.26696706	0.35295218	0.04618962	0.021832377
a31	0.087452486	0.10281472	0.032420035	0.019504808	0.08459279	0.25475517	0.34058866	0.051280554	0.026590815
a37	0.07487026	0.10086057	0.023812039	0.013299077	0.0836217	0.2790455	0.35277146	0.05049867	0.02122068
a20	0.047309995	0.060623992	0.024187582	0.018857328	0.0622464	0.30194497	0.42893383	0.036920767	0.018975087
a31	0.044356477	0.057167683	0.02523832	0.020473158	0.05789232	0.30172545	0.43932882	0.034442063	0.01937576
a24	0.04304088	0.060889263	0.016047021	0.0105754575	0.06867102	0.3252325	0.42087847	0.04064831	0.014017068
a31	0.046217352	0.056313094	0.023538623	0.017802002	0.07487598	0.31044114	0.4027754	0.04833889	0.019697485
a20	0.031269647	0.041302487	0.012160077	0.008520962	0.05770361	0.34607378	0.45840967	0.033988576	0.010571189
a31	0.023437403	0.028765656	0.016345307	0.013555699	0.040552907	0.30479893	0.5372591	0.023543995	0.011740987
a18	0.020830942	0.024590477	0.013482796	0.011140665	0.032405812	0.32073525	0.5471515	0.018983988	0.010678609
a41	0.025090268	0.030284295	0.018084329	0.015033393	0.03356421	0.28507423	0.5606312	0.019204678	0.013033363
a35	0.030048968	0.03363527	0.025003366	0.02155914	0.04746971	0.2557802	0.5377702	0.02952681	0.019206416
a24	0.035873603	0.038482446	0.03054053	0.027698386	0.06025645	0.25666037	0.48089957	0.04314238	0.026446342
a28	0.033858176	0.037660554	0.029054733	0.02720782	0.059124824	0.28047782	0.45864165	0.047700044	0.026274359
a31	0.04104579	0.047143653	0.038766723	0.036348578	0.07652711	0.22267999	0.43762136	0.06423879	0.035627987
a11	0.036396816	0.03738811	0.03374633	0.033146694	0.0569338	0.24865454	0.47399217	0.046443064	0.033298563
a31	0.06887487	0.0701193	0.06527404	0.06426536	0.0891176	0.19233747	0.3113306	0.07479732	0.06388345
a20	0.069510296	0.06995096	0.06721334	0.06677626	0.07286549	0.17301062	0.34472227	0.069152124	0.066798575
</S>	0.09593927	0.096550755	0.092985	0.09231546	0.09842957	0.14941609	0.18834281	0.09394123	0.09207981
