 	era	molto	stanco	</S>
a46	0.26853514	0.2830721	0.3311345	0.11725831
a8	0.12395512	0.19328992	0.63219273	0.05056217
a37	0.09748036	0.22961964	0.59728676	0.075613216
a31	0.09251446	0.2421646	0.6277403	0.03758062
a0	0.06699248	0.21552229	0.6933102	0.024175074
a20	0.09503671	0.22092995	0.6522362	0.03179712
a31	0.0665843	0.16924015	0.72327495	0.04090063
a39	0.03577581	0.12693553	0.7976027	0.039685946
a41	0.06094838	0.13506232	0.7049999	0.09898934
a31	0.09660388	0.15884031	0.56838655	0.17616928
a28	0.09526634	0.13173304	0.6336076	0.13939297
a11	0.1653394	0.18597557	0.4465663	0.20211872
a20	0.20213558	0.21160245	0.35485137	0.23141065
a31	0.22564726	0.2298536	0.30429986	0.2401993
a11	0.2428963	0.24497509	0.26755983	0.24456881
</S>	0.2483022	0.24885185	0.25401628	0.24882968
