 	questo	muro	vuole	uno	specchio	</S>
a31	0.2921899	0.22518708	0.21989492	0.104890615	0.09283979	0.064997725
a24	0.38870186	0.3852788	0.16826941	0.02600815	0.020751152	0.0109906485
a31	0.4604595	0.29192168	0.13169138	0.049295932	0.042966917	0.023664558
a41	0.39120603	0.35649136	0.18958488	0.02921287	0.022191511	0.011313321
a39	0.4607379	0.34979275	0.16541833	0.010168502	0.008159985	0.005722607
a43	0.50615424	0.32163635	0.15100718	0.0085601695	0.0068501798	0.005791813
a24	0.5683503	0.2766643	0.12894969	0.010076849	0.008457519	0.007501394
a37	0.5909904	0.25501075	0.12040692	0.012518646	0.011069653	0.010003579
a20	0.6067463	0.26507828	0.09546924	0.011888724	0.01084101	0.009976417
a41	0.6258853	0.2630987	0.072485015	0.01407445	0.012856828	0.011599726
a18	0.5937294	0.27197134	0.08495573	0.017781453	0.016918212	0.014643914
a31	0.57572454	0.28089836	0.07652064	0.024276054	0.023169862	0.019410556
a11	0.508651	0.32310742	0.08099071	0.032022268	0.030460099	0.024768561
a31	0.41966063	0.32444653	0.10797155	0.054644436	0.050768707	0.042508107
a29	0.3601932	0.31939396	0.11874917	0.07285328	0.06798258	0.060827814
a7	0.26596752	0.274219	0.14247149	0.10897131	0.10598626	0.10238434
a31	0.24188556	0.2524445	0.16110125	0.119880885	0.11531403	0.109373756
a37	0.20582162	0.21176311	0.16078065	0.1427507	0.14055112	0.13833275
a31	0.17703383	0.17900679	0.16455388	0.1601839	0.15980062	0.15942103
a20	0.17332785	0.17306314	0.16511157	0.16300692	0.16282678	0.16266373
</S>	0.16912603	0.16941804	0.16605486	0.16518728	0.16513263	0.1650812
