 	lo	posso	finire	di	scrivere	</S>
a20	0.27744353	0.044353344	0.06469855	0.2903879	0.19468719	0.12842953
a31	0.3842311	0.014526546	0.017843692	0.25978723	0.27365616	0.049955275
a39	0.38105163	0.01138756	0.014747075	0.3108396	0.2251308	0.056843374
a24	0.41967705	0.012524469	0.015484899	0.2503467	0.2685369	0.033429906
a18	0.3614354	0.03443495	0.045422506	0.27489233	0.23946077	0.044354025
a24	0.35235745	0.03592725	0.049507976	0.31337592	0.2036563	0.045175124
a31	0.33254564	0.04895996	0.059152655	0.25833887	0.21106698	0.08993599
a20	0.30003837	0.060406692	0.063293524	0.30447522	0.18524182	0.08654439
a31	0.2485275	0.10684175	0.10777765	0.24937417	0.17098904	0.11648984
a1	0.19599283	0.14238924	0.14313114	0.21329716	0.16174112	0.1434485
a31	0.17115611	0.16387665	0.16397896	0.1713602	0.1656563	0.1639718
</S>	0.16999936	0.16373019	0.16387218	0.1729764	0.16566737	0.16375445
