 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a8	0.17242754	0.09386675	0.09497819	0.13592906	0.08547755	0.152606	0.17605984	0.08865496
a31	0.11181415	0.058643203	0.059726063	0.11238272	0.081737004	0.18505096	0.31085217	0.079793744
a8	0.10711449	0.070703365	0.073922195	0.12126665	0.11294923	0.17105374	0.24099763	0.101992674
a31	0.13455074	0.0887828	0.09424606	0.1339812	0.11992785	0.14488105	0.16373838	0.11989194
a46	0.14141273	0.07141081	0.07521555	0.11362291	0.10115734	0.14556386	0.24326953	0.108347304
a31	0.17856345	0.08697972	0.08771504	0.12598741	0.081310496	0.1454332	0.20512976	0.08888095
a20	0.19492759	0.032462727	0.030227713	0.088369735	0.031979423	0.20128833	0.378123	0.04262144
a31	0.19331492	0.018582428	0.018097147	0.07867378	0.019044735	0.20163018	0.4495105	0.02114623
a13	0.19864668	0.011371101	0.010699767	0.08636395	0.019317897	0.23657826	0.41516295	0.021859441
a17	0.14358431	0.00926132	0.008804108	0.04644752	0.0149932355	0.1995446	0.563615	0.013749866
a8	0.1331727	0.022981053	0.021567492	0.058469206	0.031605702	0.16604294	0.5401702	0.02599068
a31	0.16662338	0.045243494	0.043830343	0.094072424	0.06752355	0.16784468	0.35970753	0.05515463
a8	0.14927031	0.022939716	0.022007622	0.05357571	0.03074208	0.16580014	0.5274826	0.02818178
a20	0.1632247	0.054781258	0.053695675	0.0882561	0.06922629	0.16861285	0.3421033	0.060099807
a31	0.14304769	0.07517297	0.07407741	0.10308737	0.09177716	0.17082086	0.26078853	0.081228025
a28	0.15855595	0.064852424	0.06413608	0.081693634	0.0698866	0.14819194	0.34513232	0.06755109
a31	0.15992011	0.10242717	0.10104484	0.10902076	0.10287047	0.13228273	0.19091836	0.10151555
a38	0.15134437	0.10993663	0.109229855	0.113768585	0.110140905	0.12826644	0.16738743	0.10992584
a31	0.14924361	0.118027814	0.11722091	0.119449705	0.11728761	0.12407644	0.13749775	0.11719615
a17	0.13332553	0.1226311	0.12243572	0.123078644	0.122517854	0.12473691	0.12881233	0.12246192
a3	0.13507876	0.12283557	0.12258147	0.123139285	0.122562155	0.1241135	0.1271252	0.12256412
a10	0.13973548	0.12237052	0.121923536	0.122688085	0.121906534	0.12365307	0.12599958	0.12172317
a20	0.13977063	0.12178772	0.12132469	0.12233093	0.12143369	0.12413101	0.12806733	0.12115399
a35	0.12851104	0.12358124	0.12349482	0.12394337	0.12367063	0.12530473	0.12797736	0.12351679
a37	0.124763444	0.123139456	0.12313161	0.12384422	0.12357167	0.12665781	0.13162239	0.12326939
a23	0.12262936	0.12150929	0.121533915	0.12294262	0.12247537	0.12877041	0.1382832	0.1218559
a20	0.12007036	0.11892641	0.11898996	0.12160962	0.120774254	0.13216104	0.14786136	0.11960701
a31	0.11879507	0.11741579	0.117498204	0.12082722	0.11980069	0.13423145	0.15312384	0.11830776
a0	0.12371242	0.12327823	0.123291045	0.123910174	0.12374003	0.12688795	0.13171643	0.12346373
a31	0.12353023	0.122840725	0.12285424	0.12369086	0.12342405	0.12729296	0.13331488	0.12305205
a13	0.12485674	0.12461922	0.12462006	0.12474727	0.12470747	0.12537351	0.12642035	0.124655336
a31	0.124887995	0.124291725	0.12428793	0.12453417	0.124456644	0.12565918	0.1275353	0.12434709
a39	0.12506336	0.124855146	0.12485369	0.12490021	0.1248795	0.12510607	0.12547795	0.124864124
a17	0.12542133	0.12459654	0.12458454	0.124712974	0.12466155	0.12525286	0.12616308	0.12460714
</S>	0.12514277	0.12433522	0.12432662	0.12454982	0.124475196	0.12555921	0.12723401	0.12437716
