 	avete	cucinato	le	verdure	</S>
a31	0.44106922	0.11568317	0.23932637	0.09071843	0.11320283
a46	0.37204498	0.100352906	0.36738333	0.06220718	0.09801155
a20	0.44402996	0.07532282	0.23315974	0.08570054	0.16178694
a31	0.31954595	0.10066563	0.217054	0.15582033	0.20691413
a17	0.30930203	0.08939098	0.2872133	0.13582009	0.17827366
a31	0.2804031	0.09654884	0.2758462	0.15528394	0.19191788
a35	0.31567937	0.10858815	0.24958895	0.11893647	0.20720705
a31	0.21406174	0.16978621	0.20317152	0.17325096	0.23972958
a46	0.22273242	0.18635131	0.21291727	0.18584827	0.19215074
a38	0.20334412	0.1978821	0.20220217	0.19791451	0.19865704
a17	0.20042874	0.19971243	0.2000177	0.19971871	0.20012245
</S>	0.20005955	0.1999274	0.19997813	0.19993205	0.20010282
