 	può	che	sono	ancora	svegli	</S>
a31	0.15250283	0.17744751	0.04696188	0.21540037	0.27196363	0.13572372
a7	0.074976385	0.123371586	0.01675527	0.23186444	0.46395212	0.08908023
a31	0.082959294	0.118978	0.018405631	0.2842735	0.3250646	0.170319
a7	0.042429116	0.09382393	0.009512584	0.30676162	0.4598186	0.08765413
a31	0.036204897	0.095118016	0.016699152	0.2898111	0.49692112	0.06524563
a37	0.013676836	0.064695075	0.0052605504	0.2983711	0.59036326	0.027633172
a31	0.014209824	0.04604703	0.007445587	0.23716621	0.66848195	0.026649442
a39	0.019659042	0.046578802	0.012979096	0.22090155	0.66449845	0.035383105
a31	0.026801178	0.06798521	0.017229345	0.18778425	0.67164534	0.028554667
a20	0.0681316	0.09583492	0.059505783	0.20084922	0.4973845	0.07829401
a31	0.05747437	0.11037134	0.046486184	0.21076931	0.51870084	0.05619798
a46	0.12488703	0.14296496	0.1196913	0.17661542	0.30784798	0.1279933
a8	0.110425234	0.1462173	0.10361705	0.20580283	0.32388622	0.11005138
a46	0.15082717	0.16437109	0.14804369	0.18009661	0.20684142	0.14982007
a8	0.16386542	0.16631784	0.16324842	0.16803977	0.17485245	0.16367614
a31	0.16565032	0.16597842	0.16555594	0.16648048	0.17052372	0.16581109
a20	0.16628116	0.16645291	0.16623949	0.1667548	0.16795866	0.16631304
</S>	0.16656746	0.16664308	0.16654743	0.16669612	0.16698168	0.16656427
