 	ho	scritto	una	lettera	al	mio	fratello	</S>
a10	0.19787766	0.16443995	0.06418087	0.04093875	0.08202048	0.14661199	0.2064579	0.097472385
a31	0.09260207	0.07993353	0.020869482	0.0073942146	0.0578159	0.26544026	0.42071608	0.055228516
a37	0.066328116	0.06588404	0.02387395	0.0061229714	0.06613677	0.28283107	0.42297003	0.06585305
a31	0.08896596	0.061398517	0.0150827635	0.0084260665	0.04231022	0.22793436	0.5224096	0.03347246
a20	0.105410956	0.059530243	0.024481598	0.013380088	0.0889905	0.22213706	0.43084347	0.055226076
a31	0.10369582	0.06669249	0.033378806	0.018569956	0.1226573	0.22265008	0.34040204	0.091953576
a20	0.07535293	0.05929877	0.0323666	0.016715188	0.14464115	0.26186317	0.32394546	0.08581667
a13	0.08579173	0.05740808	0.030380517	0.017829742	0.11642735	0.24891211	0.34585598	0.09739457
a20	0.048277568	0.037774976	0.02370414	0.014331449	0.086018816	0.29302004	0.43700895	0.059864018
a24	0.039172497	0.033978857	0.023836276	0.017194271	0.07421591	0.2838525	0.47379974	0.053950034
a31	0.07636134	0.061728653	0.048317418	0.04255987	0.101146184	0.21024692	0.35354155	0.10609798
a0	0.057239607	0.0470055	0.041202553	0.039481923	0.06604289	0.22593091	0.43419543	0.08890118
a35	0.08720271	0.082267046	0.078916915	0.07779934	0.09503804	0.18112439	0.28108826	0.11656329
a0	0.096848525	0.09546488	0.094262235	0.09387716	0.10300888	0.16407949	0.22463442	0.12782447
a31	0.1004592	0.100188114	0.099759385	0.09955789	0.10646712	0.1573395	0.20722666	0.12900203
a11	0.119597204	0.119196735	0.11898676	0.118936375	0.11987201	0.12974244	0.15106452	0.122603945
a20	0.12196173	0.12183831	0.121745676	0.121717736	0.12224833	0.12769568	0.13920134	0.1235912
a41	0.121946245	0.121825606	0.12171858	0.12168588	0.12225242	0.1277686	0.13924879	0.12355386
a10	0.12116425	0.121079125	0.12099615	0.12097139	0.121548414	0.12831141	0.14249256	0.12343667
</S>	0.11922308	0.119098	0.11896797	0.118921034	0.11993496	0.13046142	0.15063266	0.122760884
