 	io	non	ho	cosa	da	mangiare	</S>
a31	0.25383857	0.15252194	0.1310697	0.12429203	0.07411383	0.18931665	0.07484719
a37	0.34713262	0.06795236	0.07696862	0.099415734	0.06470894	0.27136165	0.07246007
a31	0.25418383	0.09778283	0.11621995	0.13296588	0.114866756	0.16633214	0.1176486
a18	0.4335372	0.066972114	0.082071714	0.09536133	0.06495163	0.189127	0.06797902
a31	0.4944585	0.08892336	0.08684783	0.08177526	0.034243107	0.1780268	0.035725158
a11	0.4737263	0.07434256	0.070844084	0.06954312	0.016188476	0.2799375	0.015418025
a37	0.60237455	0.03883064	0.039102927	0.04221789	0.014674485	0.24983452	0.012965007
a15	0.73562735	0.02690732	0.029617006	0.03328728	0.019967264	0.13548467	0.019109134
a39	0.5785557	0.053915642	0.061832987	0.06872377	0.06051824	0.11588973	0.060564008
a31	0.45822367	0.06830583	0.08091636	0.09214335	0.08795788	0.12375027	0.08870271
a39	0.5058948	0.053912047	0.05513151	0.06814189	0.07197857	0.16767521	0.077265956
a20	0.24120033	0.0977304	0.098950155	0.10997111	0.1157623	0.21453752	0.12184812
a24	0.17736946	0.10982012	0.11115072	0.120446995	0.12617661	0.22355834	0.13147774
a31	0.15283424	0.10990396	0.11269388	0.12601326	0.13314787	0.22788955	0.13751715
a46	0.15173128	0.13630253	0.13638964	0.1372878	0.1379018	0.16179462	0.13859229
a31	0.14435826	0.14194529	0.14195102	0.14205606	0.14212948	0.14534575	0.14221412
a3	0.14435151	0.14252658	0.14251691	0.14252354	0.14252023	0.14302815	0.14253312
a31	0.14382686	0.14263642	0.14262968	0.14263332	0.14263348	0.14299962	0.14264067
</S>	0.14355642	0.14272463	0.14271979	0.14271854	0.14271353	0.14285095	0.14271617
