 	che	consuma	poco	benzina	</S>
a31	0.3851646	0.14610116	0.30867678	0.07368645	0.0863711
a41	0.47670746	0.09527672	0.39162195	0.010756216	0.025637712
a31	0.4788127	0.12706596	0.32862136	0.017362619	0.048137438
a28	0.6393795	0.061277036	0.27601102	0.0065392703	0.016793195
a24	0.6999229	0.047323577	0.22080038	0.010264997	0.021688076
a31	0.5630183	0.09815447	0.23152062	0.03564351	0.07166308
a11	0.5674387	0.07868632	0.24934058	0.0482254	0.056308985
a31	0.27373198	0.16081092	0.28621858	0.13697253	0.14226596
a46	0.25821048	0.18185025	0.20485483	0.1773057	0.17777875
a31	0.21469566	0.19615388	0.1982986	0.1954083	0.19544356
</S>	0.20371929	0.19904414	0.19948772	0.19887052	0.19887841
