 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.28378817	0.23107655	0.0485937	0.04661363	0.046545472	0.23135048	0.11203201
a46	0.39784017	0.22320898	0.012270202	0.0119619565	0.012235156	0.28266555	0.059817992
a31	0.2830735	0.21494442	0.022395305	0.01830375	0.018184844	0.31435677	0.12874141
a17	0.2650698	0.20974965	0.022279086	0.018698974	0.018601181	0.31055522	0.15504599
a37	0.3112119	0.21881549	0.024241513	0.018956017	0.018762203	0.30425608	0.10375682
a31	0.38310692	0.21890327	0.025731746	0.018468333	0.018057585	0.2591569	0.07657524
a39	0.4547142	0.19173352	0.026718507	0.020757377	0.020512793	0.21758826	0.067975245
a31	0.46909004	0.16331163	0.03747203	0.030610178	0.03035841	0.18221152	0.0869462
a37	0.4226521	0.13389926	0.050752807	0.049259946	0.049220297	0.17624076	0.11797492
a31	0.2464277	0.13276753	0.09900737	0.098167785	0.098149605	0.15150756	0.17397237
a46	0.25747705	0.1404113	0.110794015	0.11067665	0.110678025	0.14447127	0.12549171
a31	0.15948965	0.14225785	0.13825923	0.13823593	0.13823673	0.14152022	0.14200026
a46	0.1550186	0.14289431	0.1395498	0.13954309	0.13954511	0.14321926	0.14022987
</S>	0.14425087	0.14283827	0.14253005	0.14252956	0.14252979	0.14271142	0.14261
