 	prima	di	andare	alla	scuola	</S>
a7	0.2073936	0.37356138	0.1351884	0.11409202	0.08399046	0.08577414
a11	0.11806526	0.6012235	0.13227516	0.107511945	0.011894398	0.029029738
a43	0.14065807	0.6333439	0.0956231	0.069672674	0.018512135	0.042190198
a20	0.16214341	0.5901637	0.09947144	0.073357716	0.027625531	0.047238246
a31	0.14653823	0.5316928	0.11351131	0.09357582	0.04349924	0.071182616
a20	0.16121225	0.34166753	0.16597031	0.14870085	0.062174536	0.12027455
a31	0.13919476	0.26785544	0.17902815	0.18096225	0.06951632	0.16344304
a20	0.122017585	0.19333114	0.16215014	0.21903114	0.103622004	0.199848
a31	0.15060402	0.17380571	0.16088738	0.1946914	0.14456812	0.17544341
a20	0.1643054	0.16872922	0.16530171	0.1708616	0.1630848	0.16771728
a31	0.1663631	0.16758692	0.166395	0.1671315	0.1659656	0.16655788
</S>	0.16662669	0.16723669	0.1665606	0.16663535	0.1664165	0.16652414
