 	il	lenzuolo	vuole	lavato	</S>
a31	0.22056559	0.2040562	0.13578919	0.2745373	0.16505173
a7	0.11852794	0.11104177	0.06298877	0.6421354	0.06530615
a31	0.099785574	0.109074354	0.06999231	0.6205757	0.10057204
a0	0.07920193	0.07320243	0.03489926	0.7579069	0.054789368
a17	0.039588872	0.029970132	0.021423427	0.8875049	0.021512691
a13	0.032313466	0.032967404	0.028667301	0.87859976	0.027452022
a31	0.034528226	0.036788158	0.03590711	0.85356575	0.03921071
a17	0.021710634	0.022362595	0.020866768	0.9051405	0.029919464
a8	0.050875224	0.05134313	0.05251648	0.7566507	0.08861445
a31	0.09687359	0.09764154	0.10048942	0.5427715	0.16222394
a24	0.102129854	0.101814434	0.10154554	0.5648643	0.12964588
a46	0.16638674	0.16537066	0.16527474	0.32453167	0.17843615
a24	0.1831046	0.18313973	0.18341464	0.25738943	0.19295162
a37	0.19437416	0.19427979	0.19431129	0.22016534	0.19686936
a31	0.19762295	0.19762342	0.1976539	0.2082843	0.19881544
</S>	0.19901851	0.1990135	0.19902009	0.20349859	0.19944932
