 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.07136809	0.068624236	0.05685803	0.055246532	0.07809241	0.088450626	0.08464837	0.084563196	0.08041036	0.07608696	0.09199725	0.09242524	0.0712287
a31	0.05867469	0.056262363	0.03628296	0.048763175	0.03524878	0.031453	0.023967043	0.023989394	0.023753932	0.028420603	0.23182352	0.34459352	0.056766998
a23	0.059485782	0.052496556	0.036454983	0.047358267	0.032639302	0.030177817	0.025209213	0.026709672	0.026276007	0.03279017	0.2285575	0.34471586	0.057128962
a31	0.057260793	0.059066985	0.048009288	0.06737046	0.052146778	0.04639533	0.034196697	0.031030355	0.031571507	0.034082755	0.18266869	0.28415218	0.07204815
a39	0.059505	0.051710144	0.033935208	0.044065572	0.030428851	0.028345568	0.023777414	0.025572872	0.025415117	0.033253502	0.23665074	0.3471609	0.060179103
a8	0.05766128	0.05123083	0.035259638	0.047635708	0.033955947	0.031247038	0.02613849	0.026639732	0.026438298	0.031175468	0.22566074	0.35207614	0.054880667
a31	0.046848554	0.053621393	0.043653555	0.062622525	0.052060287	0.0459892	0.03284196	0.029001683	0.029871058	0.031495668	0.19902308	0.30639806	0.06657294
a13	0.06311308	0.056783423	0.02792215	0.037257947	0.025690593	0.024475196	0.01950868	0.021291366	0.022709219	0.03267434	0.25870526	0.34192497	0.06794379
a31	0.045676135	0.04714707	0.02267908	0.03000371	0.03328966	0.03178881	0.021959428	0.020070858	0.020271104	0.022382904	0.28198126	0.36957356	0.05317644
a46	0.07642373	0.072422214	0.018874029	0.02008218	0.023848435	0.030883802	0.01770272	0.019409351	0.01964882	0.02917041	0.27327132	0.3405741	0.057688933
a35	0.041427325	0.044823606	0.013130839	0.0150688235	0.025194027	0.037080325	0.016917946	0.013569976	0.013152274	0.016138937	0.32783636	0.39482814	0.040831383
a24	0.025898023	0.031559516	0.012604481	0.01525398	0.02580275	0.03900966	0.017396973	0.012319514	0.011119008	0.010925294	0.33540523	0.4368759	0.025829686
a18	0.034692377	0.041550066	0.016111635	0.01804352	0.03544399	0.04713782	0.024211653	0.016167708	0.014875407	0.012949025	0.29654694	0.41317013	0.029099647
a17	0.033114806	0.040474445	0.016544657	0.016695535	0.034070056	0.05243257	0.025876118	0.015031792	0.014381079	0.012892739	0.30269074	0.4089399	0.026855571
a43	0.029690465	0.037550535	0.016023442	0.016883409	0.03271495	0.05265522	0.024301259	0.014264354	0.0133427875	0.011820874	0.30547503	0.42126906	0.024008637
a31	0.02876101	0.037072137	0.016690888	0.018489014	0.03359871	0.056099612	0.024523508	0.014627228	0.0134405	0.011760562	0.29663384	0.42540094	0.02290207
a20	0.031472214	0.039422676	0.013525081	0.014466697	0.029995417	0.044759057	0.021561772	0.013477576	0.013286219	0.012562922	0.32176358	0.4114119	0.032294948
a24	0.019829921	0.025522428	0.012425851	0.015683008	0.022443721	0.03845581	0.015335626	0.010559725	0.0093999235	0.008812563	0.3331385	0.47022653	0.018166399
a49	0.02661156	0.033456028	0.015413373	0.018121911	0.029884748	0.050461244	0.021285739	0.013307049	0.012005862	0.010669941	0.30333644	0.44398484	0.021461312
a39	0.022938652	0.028711736	0.01447956	0.015642906	0.023613535	0.04336002	0.017499015	0.010484017	0.010015743	0.00970179	0.32785314	0.45577094	0.019928994
a19	0.02238374	0.028241	0.015858816	0.017518453	0.023715585	0.04321895	0.017141175	0.0106109	0.010168697	0.009931934	0.3209682	0.46090463	0.019337978
a18	0.046102744	0.05732536	0.024160989	0.028726395	0.05870364	0.08643823	0.04390109	0.02661478	0.024381408	0.019726094	0.23095323	0.31481248	0.0381536
a31	0.040012754	0.047463197	0.021662991	0.022732805	0.045222025	0.07727774	0.039075583	0.021076217	0.020792814	0.017810024	0.25715268	0.35976288	0.029958317
a17	0.021548515	0.028639765	0.015205257	0.020079058	0.030872425	0.05259263	0.021616278	0.014403274	0.013230291	0.011791965	0.30731493	0.43988663	0.022818895
a20	0.022005906	0.026177738	0.018624363	0.029209023	0.025958879	0.03767187	0.01927565	0.016436476	0.015438522	0.014812569	0.29458836	0.45767936	0.022121333
a31	0.02256228	0.026535565	0.020236732	0.031393044	0.024477698	0.029785236	0.017702287	0.015927317	0.015468024	0.015389679	0.28572413	0.47184306	0.022954924
a37	0.016461208	0.01726883	0.01120667	0.015755845	0.015616264	0.026749078	0.01500116	0.0131889125	0.012065726	0.011604677	0.29577655	0.5338417	0.015463372
a31	0.027628822	0.028542703	0.022488235	0.029777257	0.024017382	0.028996298	0.022054143	0.021168184	0.02062158	0.020613857	0.24494487	0.48552716	0.023619488
a20	0.023179773	0.022934876	0.01692238	0.018525442	0.018559692	0.026138924	0.01884323	0.018007267	0.017345287	0.017531268	0.26950952	0.5115949	0.020907529
a31	0.035849635	0.035150316	0.02744851	0.029132195	0.026857	0.030909052	0.026447227	0.026046203	0.02566101	0.026194843	0.22936371	0.45219862	0.028741613
a24	0.037229985	0.036760457	0.030283583	0.03133871	0.030718777	0.03552839	0.030807965	0.030358462	0.029947476	0.030332278	0.22730379	0.41624993	0.0331403
a20	0.040403757	0.038956348	0.030876217	0.031335365	0.03095045	0.036452834	0.031025216	0.030435018	0.029880349	0.030174542	0.22380279	0.4134694	0.032237772
a24	0.052673396	0.05169128	0.041990295	0.044343695	0.04020946	0.04229413	0.03936228	0.03920077	0.038980868	0.03971206	0.1822976	0.3450838	0.04216041
a8	0.055519447	0.055618864	0.046893433	0.055422954	0.04670919	0.048750002	0.044334285	0.04384964	0.043536242	0.043786585	0.16503108	0.3043339	0.046214327
a31	0.050751254	0.051321857	0.04849271	0.05362404	0.051679604	0.06047987	0.051258773	0.049888857	0.048967283	0.048368134	0.17634211	0.2592029	0.049622614
