 	il	muro	vuole	uno	specchio	</S>
a23	0.3042749	0.29090005	0.17554863	0.055380616	0.07159285	0.10230304
a20	0.23260628	0.44450757	0.19304408	0.021250814	0.042297054	0.066294186
a31	0.21529292	0.31135622	0.20894697	0.039937023	0.08791253	0.13655436
a24	0.19237441	0.28720507	0.2043827	0.043233182	0.11344353	0.15936111
a31	0.24324268	0.31630555	0.20202567	0.038880605	0.07902104	0.1205245
a13	0.29157433	0.4577805	0.12663677	0.030086845	0.039548054	0.05437347
a39	0.3402937	0.423721	0.096813954	0.042017467	0.045458227	0.051695637
a20	0.3166114	0.37398607	0.11119316	0.06457389	0.06591888	0.067716636
a31	0.28398484	0.32193795	0.1305029	0.08627666	0.08807223	0.08922547
a24	0.21033467	0.2768158	0.1407896	0.114285685	0.1280874	0.12968682
a8	0.1671424	0.20761447	0.13760352	0.1310955	0.1760415	0.18050261
a31	0.12794745	0.14817117	0.1370459	0.13839996	0.21980006	0.22863549
a20	0.14334992	0.14940244	0.1432884	0.14394443	0.20273677	0.21727794
a31	0.16134544	0.16307837	0.15969938	0.15938297	0.17516872	0.18132512
a29	0.16497049	0.16580124	0.16369916	0.16344926	0.16967773	0.17240214
a31	0.16641265	0.16663396	0.16608895	0.16600835	0.16718166	0.16767439
a8	0.16675957	0.16698772	0.16635741	0.16624463	0.16671734	0.16693336
a20	0.1666762	0.16675672	0.16657618	0.16654305	0.16669096	0.1667569
</S>	0.16667798	0.16675557	0.16660891	0.16658002	0.16666888	0.16670862
