 	ora	ho	finito	di	scrivere	</S>
a23	0.21515863	0.13607372	0.11886946	0.17642947	0.2131958	0.14027293
a31	0.38647363	0.1425968	0.07410544	0.2155748	0.13377716	0.047472134
a28	0.32202664	0.18239264	0.11240805	0.19897829	0.11616496	0.06802935
a31	0.3686204	0.14155047	0.08131954	0.18495637	0.1432036	0.080349624
a41	0.43328342	0.12133613	0.052320495	0.24607316	0.120603636	0.026383163
a21	0.46226132	0.10964261	0.054703888	0.18076314	0.16330348	0.029325545
a24	0.41915074	0.117594756	0.06939714	0.16717449	0.1817394	0.04494339
a31	0.37402633	0.10568988	0.0739085	0.16085115	0.22308032	0.06244387
a39	0.39323413	0.11882541	0.07391987	0.17543244	0.18872648	0.049861677
a31	0.2578076	0.1508771	0.12611705	0.17955942	0.19222154	0.093417354
a28	0.29750678	0.11420172	0.0914761	0.23111786	0.21877263	0.046924885
a31	0.20761777	0.12462401	0.115717955	0.26031667	0.20961453	0.08210909
a20	0.21274367	0.12799916	0.11330541	0.263056	0.18630502	0.096590675
a37	0.2353013	0.15674786	0.13686346	0.19103688	0.1521941	0.1278564
</S>	0.18668431	0.1613987	0.15540151	0.18045227	0.16378401	0.15227924
