 	mia	figlia	vuole	andare	</S>
a46	0.31996292	0.22916491	0.1882506	0.1754972	0.08712438
a31	0.2577036	0.18234971	0.19221054	0.28470448	0.08303168
a7	0.24060419	0.2000106	0.22192757	0.27556986	0.06188778
a20	0.26518127	0.19640255	0.22739573	0.23522887	0.0757916
a31	0.22923668	0.20387529	0.24177366	0.25212774	0.07298666
a46	0.2021468	0.17965886	0.26042938	0.28909147	0.06867351
a31	0.15129977	0.15997708	0.24013801	0.2904627	0.15812242
a46	0.16136822	0.14743888	0.20619057	0.33147055	0.15353172
a31	0.17322867	0.17016342	0.18748589	0.25131986	0.21780217
a11	0.19604547	0.19258618	0.20027098	0.21927175	0.19182557
a3	0.19888991	0.19868821	0.20070091	0.20455275	0.1971682
a31	0.19983195	0.19976595	0.20005216	0.20071584	0.19963412
a27	0.19992965	0.19991307	0.20006084	0.20031835	0.1997781
a0	0.19991058	0.19993433	0.20010838	0.20034394	0.19970283
</S>	0.19999582	0.19997041	0.20005865	0.20018579	0.19978932
