 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.1972848	0.19954146	0.123616666	0.13115184	0.13669811	0.082592934	0.07185135	0.057262775
a27	0.16832885	0.2728154	0.091222435	0.11151439	0.12610152	0.08523006	0.073996425	0.07079091
a8	0.14215258	0.15481389	0.11158185	0.12961459	0.13485338	0.11757397	0.104253404	0.10515637
a28	0.13774365	0.14436282	0.118779905	0.1272129	0.1291117	0.11988032	0.11355562	0.109353036
a31	0.1434351	0.1483131	0.12069383	0.12648784	0.12771244	0.11739729	0.1124419	0.10351856
a24	0.16607475	0.17261344	0.12368332	0.12902166	0.13039817	0.10397299	0.096598454	0.07763724
a31	0.23815814	0.25162822	0.10921738	0.11977448	0.123927146	0.060601905	0.054080043	0.042612646
a10	0.31912103	0.3680267	0.059668947	0.066957325	0.07185328	0.039948378	0.03829416	0.036130186
a20	0.30451545	0.38322186	0.056874365	0.061183777	0.06270179	0.04499744	0.042731997	0.043773312
a31	0.2939433	0.36851278	0.05798106	0.06393312	0.06641999	0.051078893	0.047435958	0.050694976
a39	0.28336018	0.3849917	0.05058478	0.06265891	0.06821335	0.051828343	0.044194557	0.054168206
a31	0.2260681	0.31142512	0.066633895	0.08363712	0.09101541	0.075696066	0.06296405	0.08256018
a18	0.23019223	0.35719573	0.06174482	0.072683886	0.081476904	0.06558908	0.05899632	0.07212101
a31	0.16421443	0.2132601	0.096794	0.105788544	0.11372884	0.10177417	0.09510569	0.109334186
a17	0.17134044	0.1990393	0.10442184	0.105975874	0.10754067	0.10378557	0.10298756	0.104908824
a31	0.13810612	0.14124265	0.12000184	0.120338574	0.12071853	0.11983206	0.11949288	0.12026737
a8	0.133336	0.13544391	0.12196289	0.12200439	0.12206424	0.12171542	0.121710315	0.12176286
</S>	0.12767828	0.1278974	0.12411339	0.12410464	0.124104045	0.124032654	0.12402371	0.12404589
