 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
a8	0.11928098	0.11897518	0.12649183	0.12588541	0.12497089	0.12298286	0.056347158	0.11849299	0.08657271
a28	0.056835826	0.06900928	0.3210832	0.15329005	0.10556786	0.0876225	0.03469088	0.11192096	0.059979424
a31	0.09190856	0.09887494	0.17078634	0.13107851	0.11872108	0.11145061	0.056145594	0.122269884	0.098764546
a8	0.081759006	0.08651639	0.186092	0.13422668	0.12070359	0.11575898	0.052572597	0.12808485	0.09428594
a31	0.101090185	0.10110849	0.14500557	0.12342775	0.116677314	0.116062224	0.07004337	0.11936704	0.107218064
a28	0.074366115	0.07666775	0.20767987	0.1345674	0.113841854	0.12381251	0.047959547	0.12995847	0.09114646
a10	0.08605124	0.08825334	0.20577526	0.13590361	0.10857905	0.114564344	0.051253427	0.11726405	0.092355676
a39	0.06888007	0.07264302	0.24914709	0.15825535	0.10683539	0.12351761	0.029558934	0.12256947	0.068593055
a31	0.076983094	0.0803608	0.22402053	0.16199599	0.12592746	0.14406572	0.011475216	0.12971221	0.045458984
a20	0.089724556	0.10673627	0.23509692	0.15333739	0.10260671	0.12515984	0.011973334	0.13041571	0.044949196
a31	0.073959716	0.07998564	0.28096113	0.17920552	0.115190044	0.120877795	0.0064818673	0.12446161	0.018876653
a18	0.07370902	0.084575035	0.28023955	0.17684925	0.118250184	0.11891637	0.006841049	0.12123354	0.019385962
a41	0.070699096	0.07271326	0.3004654	0.20372273	0.114099175	0.10462254	0.006694869	0.11211298	0.014870031
a7	0.06003618	0.06387382	0.30987895	0.19323874	0.1386101	0.12222393	0.0061435704	0.0915278	0.014466969
a38	0.06098355	0.065463826	0.2940035	0.19933584	0.15221909	0.13172849	0.007053851	0.07532995	0.013881891
a10	0.08909185	0.087009035	0.24073488	0.18054861	0.14639358	0.1379673	0.009354505	0.08909246	0.019807803
a31	0.079065815	0.07999824	0.26298475	0.19294474	0.1544284	0.13232188	0.009750006	0.072319455	0.01618677
a46	0.075627126	0.07011852	0.25102115	0.19196182	0.14325652	0.13459805	0.006597755	0.105250396	0.021568676
a31	0.052116346	0.04723009	0.3347474	0.23298118	0.16665395	0.093948476	0.007902246	0.051133703	0.013286576
a24	0.046120893	0.042444058	0.34409276	0.23186801	0.15807997	0.09295644	0.0064890976	0.0660897	0.011859134
a28	0.04971762	0.04771436	0.35836995	0.23399429	0.16631396	0.07565371	0.0088348	0.046970945	0.012430383
a24	0.038218353	0.037223924	0.40250742	0.23606616	0.1381508	0.07357788	0.010261237	0.046664953	0.017329298
a15	0.07486425	0.06707238	0.30425876	0.22943342	0.15420915	0.08458746	0.013560116	0.049194872	0.02281957
a24	0.06428789	0.056680407	0.3077543	0.23289573	0.16342558	0.083581805	0.014439246	0.05416009	0.022774978
a21	0.057298385	0.050848227	0.33325428	0.23803146	0.14986521	0.07282992	0.017312024	0.05339462	0.027165907
