 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.24541923	0.21345547	0.05008444	0.19497868	0.19488241	0.047987238	0.053192496
a8	0.25461504	0.15503773	0.041049555	0.16981582	0.26658002	0.04423253	0.068669334
a20	0.20776668	0.16404954	0.058464386	0.16237405	0.20429975	0.08657408	0.11647152
a8	0.2047413	0.17265996	0.059030287	0.17192492	0.19816495	0.086429305	0.10704928
a31	0.20107293	0.17750828	0.06398671	0.17629226	0.19147362	0.08781196	0.10185423
a37	0.2456326	0.20198876	0.03974539	0.1919079	0.20672235	0.05279687	0.061206147
a10	0.29527956	0.22004695	0.030553289	0.1778132	0.19671695	0.038007244	0.041582737
a31	0.39891607	0.22056279	0.030102596	0.11891293	0.15222636	0.03881643	0.04046275
a21	0.46016276	0.18998632	0.026824256	0.09968946	0.13886222	0.040404182	0.044070836
a31	0.46842363	0.17040256	0.029733593	0.09259711	0.13123547	0.04886356	0.058744185
a10	0.50514656	0.1378511	0.031474024	0.08144264	0.12956583	0.048804857	0.06571499
a17	0.48735133	0.11552771	0.043566544	0.0775401	0.13319825	0.05684924	0.08596672
a20	0.39176172	0.11125897	0.06381176	0.090184726	0.14772162	0.0779655	0.11729565
a31	0.3099641	0.115058854	0.08408883	0.10264528	0.1584754	0.09485671	0.13491082
a39	0.27045745	0.12391007	0.10264485	0.11472088	0.14978047	0.107477464	0.13100883
a31	0.18501915	0.13552594	0.1279459	0.13199201	0.14842816	0.12992483	0.14116398
a8	0.17687348	0.14006943	0.13406375	0.13681316	0.14091854	0.13447689	0.13678482
a39	0.14814849	0.14236267	0.14140627	0.141779	0.14270559	0.14150472	0.14209324
a8	0.14487433	0.14262128	0.14226058	0.14240173	0.14288707	0.142315	0.14263998
</S>	0.14361107	0.14276671	0.14263071	0.14268823	0.14287445	0.14265156	0.14277728
